nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,cluster_kmeans
Arpio,2018-01-01,0,0,active,Software y Servicios B2B,7,27.0,1000.0,0.0,34,1,2.0,0,2,10325000.0,8200000.0,0,9,5.0,10375000.0,5,seed,2023-08-14,8200000.0,1.906849315068493,16.150078793663667,15.919644834185693,15.919644834185693,16.154909720466573,6.90875477931522,0.0,3.5553480614894135,3.332204510175204,1.0670697850314916,1
Encarte,2018-01-01,0,0,active,Software y Servicios B2B,7,8.0,44.0,0.0,0,0,2.0,0,2,150000.0,150000.0,0,3,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,3.8066624897703196,0.0,0.0,2.1972245773362196,1.9903108595274694,0
Bensen AI,2018-01-01,0,0,active,Software y Servicios B2B,7,2.0,151.0,86.0,0,0,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.0238805208462765,4.465908118654584,0.0,1.0986122886681098,1.9903108595274694,0
Tajir,2018-01-01,0,0,active,Consumo,7,246.0,18000.0,0.0,0,8,2.0,0,2,18950000.0,17000000.0,0,22,4.0,18950000.0,3,series_a,2021-06-02,17000000.0,4.1068493150684935,16.757314542263156,16.648723960844016,16.648723960844016,16.757314542263156,9.798182590890704,0.0,0.0,5.5093883366279774,1.6305826416630451,1
Maitian.ai,2018-01-01,0,0,active,Software y Servicios B2B,7,2.0,51.0,0.0,0,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,3.9512437185814275,0.0,0.0,1.0986122886681098,1.9903108595274694,0
Vectordash,2018-01-01,0,0,active,Software y Servicios B2B,7,2.0,237.0,504.0,0,0,3.0,0,3,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.472270673671475,6.22455842927536,0.0,1.0986122886681098,1.9903108595274694,0
Taobotics,2018-01-01,0,0,active,Industria,7,3.0,47.0,0.0,0,0,4.0,1,3,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,3.871201010907891,0.0,0.0,1.3862943611198906,1.9903108595274694,0
Ultralight,2018-01-01,0,0,active,Software y Servicios B2B,7,5.0,36.0,0.0,515,1,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,3.6109179126442243,0.0,6.246106765481563,1.791759469228055,1.9903108595274694,0
Cognition IP,2018-01-01,0,0,active,Software y Servicios B2B,7,11.0,1000.0,0.0,0,3,2.0,0,2,2800000.0,2800000.0,0,9,1.0,2800000.0,2,seed,2019-07-31,2800000.0,5.947945205479452,14.845130332288226,14.845130332288226,14.845130332288226,14.845130332288226,6.90875477931522,0.0,0.0,2.4849066497880004,1.938445961974625,0
Dbrain,2018-01-01,0,0,active,Software y Servicios B2B,7,11.0,603.0,7800.0,0,3,4.0,0,4,2750000.0,50000.0,0,5,1.0,2750000.0,4,pre_seed,2020-08-31,50000.0,4.86027397260274,14.827111833279051,10.819798284210286,10.819798284210286,14.827111833279051,6.403574197934815,8.962007209588313,0.0,2.4849066497880004,1.7681963554999143,0
Wing It,2018-01-01,0,0,active,Software y Servicios B2B,7,10.0,21.0,0.0,0,0,2.0,0,2,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2018-01-04,120000.0,7.517808219178082,11.695255355062795,11.695255355062795,11.695255355062795,11.695255355062795,3.091042453358316,0.0,0.0,2.3978952727983707,2.1421590564762623,0
Let’s Do This,2017-12-20,0,0,active,Consumo,7,95.0,15000.0,50000.0,0,3,3.0,0,3,81402400.0,60000000.0,0,27,5.0,81402400.0,6,series_b,2022-06-06,60000000.0,3.095890410958904,18.214915326852257,17.909855136853043,17.909855136853043,18.214915326852257,9.61587214452889,10.819798284210286,0.0,4.564348191467836,1.4099841322422952,1
Slite,2017-12-01,0,0,active,Software y Servicios B2B,7,35.0,9000.0,526.0,0,4,1.0,0,1,15400000.0,11000000.0,0,6,3.0,15400000.0,2,series_a,2020-04-15,11000000.0,5.238356164383561,16.54987813231892,16.213405921671733,16.213405921671733,16.54987813231892,9.105090961257085,6.267200548541362,0.0,3.58351893845611,1.830716712481248,1
Pronto,2017-11-10,0,0,active,Bienes Raíces y Construcción,7,46.0,616.0,0.0,0,5,3.0,1,2,2150000.0,2000000.0,0,11,1.0,2150000.0,3,seed,2019-03-18,2000000.0,6.317808219178082,14.580978865220017,14.508658238524095,14.508658238524095,14.580978865220017,6.424869023905388,0.0,0.0,3.8501476017100584,1.9903108595274694,0
Tough Commerce,2017-11-04,1,0,active,Bienes Raíces y Construcción,7,17.0,2000.0,231.0,0,6,2.0,0,2,4675325.0,2000000.0,0,11,5.0,4675325.0,5,seed,2023-05-10,2000000.0,2.16986301369863,15.35780945089404,14.508658238524095,14.508658238524095,15.35780945089404,7.601402334583733,5.44673737166631,0.0,2.8903717578961645,1.1536883736111851,1
Plane,2017-11-01,1,0,active,Finanzas,7,85.0,7000.0,0.0,23,1,3.0,0,3,6860000.0,6740000.0,0,8,4.0,6860000.0,2,seed,2021-06-25,6740000.0,4.043835616438356,15.741218145474653,15.72357063125643,15.72357063125643,15.741218145474653,8.853808274977197,0.0,3.1780538303479458,4.454347296253507,1.6181668276505863,1
Covela,2017-11-01,0,0,active,Finanzas,7,2.0,319.0,0.0,0,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,2,seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.768320995793772,0.0,0.0,1.0986122886681098,1.9309256415528244,0
Boostly,2017-10-01,0,0,active,Software y Servicios B2B,7,59.0,4000.0,493.0,0,15,2.0,0,2,27600000.0,22000000.0,0,10,2.0,27600000.0,3,series_a,2025-02-10,22000000.0,0.410958904109589,17.133326366919263,16.906553056777135,16.906553056777135,17.133326366919263,8.294299608857235,6.202535517187923,0.0,4.0943445622221,0.3442695470812446,1
SenpAI.GG,2017-10-01,3,0,active,Educación,7,12.0,4000.0,10000.0,220,7,2.0,0,2,3109914.0,125000.0,0,2,2.0,3109914.0,2,seed,2021-08-01,125000.0,3.9424657534246577,14.950105952592203,11.736077016252437,11.736077016252437,14.950105952592203,8.294299608857235,9.210440366976517,5.3981627015177525,2.5649493574615367,1.5978643470400775,0
Convictional,2017-10-01,0,0,active,Software y Servicios B2B,7,16.0,3000.0,0.0,0,10,2.0,0,2,48899965.0,39999965.0,0,13,3.0,48899965.0,4,series_b,2022-02-17,39999965.0,3.3945205479452056,17.705287259148335,17.50438916207785,17.50438916207785,17.705287259148335,8.006700845440367,0.0,0.0,2.833213344056216,1.4803584348439682,1
Invocable,2017-09-29,0,0,active,Bienes Raíces y Construcción,7,2.0,119.0,0.0,481,3,3.0,0,3,770000.0,650000.0,0,2,2.0,770000.0,3,seed,2018-07-05,650000.0,7.019178082191781,13.554147092530322,13.384729180332174,13.384729180332174,13.554147092530322,4.787491742782046,0.0,6.1779441140506,1.0986122886681098,2.0818359331093945,0
Hedgehog,2017-09-20,1,0,active,Finanzas,7,5.0,601.0,0.0,0,0,2.0,1,1,1600000.0,1600000.0,0,7,1.0,1600000.0,1,seed,2021-08-24,1600000.0,3.8794520547945206,14.285514812209815,14.285514812209815,14.285514812209815,14.285514812209815,6.400257445308821,0.0,0.0,1.791759469228055,1.5850329297071701,0
Ever Loved,2017-09-01,0,0,active,Salud,7,4.0,171.0,0.0,0,3,2.0,1,1,1500000.0,1500000.0,0,6,1.0,1500000.0,1,seed,2019-08-19,1500000.0,5.895890410958904,14.220976332738882,14.220976332738882,14.220976332738882,14.220976332738882,5.147494476813453,0.0,0.0,1.6094379124341003,1.9309256415528244,0
Narrator,2017-09-01,1,0,active,Educación,7,21.0,3000.0,9.0,237,2,4.0,0,4,13603213.0,6200000.0,0,6,3.0,13603213.0,4,series_a,2020-09-17,6200000.0,4.813698630136987,16.425816646315685,15.64006001130563,15.64006001130563,16.425816646315685,8.006700845440367,2.302585092994046,5.472270673671475,3.091042453358316,1.760216965591437,1
Passiv,2017-09-01,0,0,active,Finanzas,7,2.0,902.0,0.0,0,1,1.0,0,1,3237306.0,3000000.0,0,6,3.0,3237306.0,6,seed,2022-10-17,3000000.0,2.7315068493150685,14.990252369313337,14.914123179965662,14.914123179965662,14.990252369313337,6.805722553416985,0.0,0.0,1.0986122886681098,1.3168121331269662,0
Stacker,2017-09-01,1,0,active,Software y Servicios B2B,7,20.0,7000.0,631.0,11,5,5.0,0,5,23024679.0,20000000.0,0,7,3.0,23024679.0,3,series_a,2021-08-18,20000000.0,3.895890410958904,16.952077242072043,16.811242881518265,16.811242881518265,16.952077242072043,8.853808274977197,6.448889394146858,2.4849066497880004,3.044522437723423,1.5883961615769364,1
64x Bio,2017-08-22,0,6,active,Salud,7,24.0,5000.0,0.0,0,8,4.0,1,3,59500000.0,55000000.0,0,15,4.0,59500000.0,3,series_a,2022-01-19,55000000.0,3.473972602739726,17.90148688732258,17.822843761378564,17.822843761378564,17.90148688732258,8.517393171418904,0.0,0.0,3.2188758248682006,1.4982767393879737,1
CoinTracker,2017-08-22,0,0,active,Finanzas,7,93.0,12000.0,3600.0,0,34,2.0,0,2,101620000.0,100000000.0,0,19,3.0,101620000.0,3,series_a,2022-01-27,100000000.0,3.452054794520548,18.436750933970444,18.420680753952364,18.420680753952364,18.436750933970444,9.392745258631441,8.188966863648876,0.0,4.543294782270004,1.4933657411813464,1
Feroot Security,2017-08-03,1,1,active,Software y Servicios B2B,7,31.0,4000.0,0.0,270,31,2.0,0,2,11825000.0,8400000.0,0,19,3.0,11825000.0,5,seed,2022-02-28,8400000.0,3.364383561643836,16.285726576908864,15.943742382861155,15.943742382861155,16.285726576908864,8.294299608857235,0.0,5.602118820879701,3.4657359027997265,1.473476956327557,1
EARTH AI,2017-07-10,0,1,active,Software y Servicios B2B,8,32.0,6000.0,0.0,0,25,1.0,0,1,34000000.0,20000000.0,0,19,3.0,34000000.0,6,series_b,2025-01-27,20000000.0,0.4493150684931506,17.341871111992198,16.811242881518265,16.811242881518265,17.341871111992198,8.699681400989514,0.0,0.0,3.4965075614664802,0.37109107827580784,1
EdenFarm Indonesia,2017-07-01,0,0,active,Consumo,8,212.0,59000.0,1000.0,0,6,3.0,0,3,34246125.0,57300000.0,0,19,6.0,34246125.0,6,series_b,2023-01-30,57300000.0,2.4438356164383563,17.349084006786097,17.863811199136975,17.863811199136975,17.349084006786097,10.985309671896763,6.90875477931522,0.0,5.3612921657094255,1.236585855007756,1
Acorn Biolabs,2017-06-17,0,4,active,Salud,8,39.0,3000.0,0.0,0,22,2.0,0,2,14360000.0,11000000.0,0,14,4.0,14425000.0,4,series_a,2024-06-03,11000000.0,1.1013698630136983,16.479957191222233,16.213405921671733,16.213405921671733,16.484473439682525,8.006700845440367,0.0,0.0,3.6888794541139363,0.7425894477847645,1
Klarity,2017-06-05,0,0,active,Finanzas,8,197.0,9000.0,517.0,74,17,2.0,0,2,90375000.0,70000000.0,0,25,4.0,90375000.0,5,series_b,2024-06-24,70000000.0,1.0438356164383562,18.319478249508208,18.064005814299346,18.064005814299346,18.319478249508208,9.105090961257085,6.249975242259483,4.31748811353631,5.288267030694535,0.7148282466212694,1
Inscribe,2017-06-01,2,0,active,Software y Servicios B2B,8,39.0,5000.0,0.0,380,23,2.0,0,2,38620000.0,25000000.0,0,17,5.0,38670000.0,5,series_b,2023-01-25,25000000.0,2.4575342465753423,17.46928086085796,17.034386422832473,17.034386422832473,17.470574689443318,8.517393171418904,0.0,5.942799375126701,3.6888794541139363,1.240555689518667,1
Aura Vision,2017-06-01,0,0,active,Software y Servicios B2B,8,13.0,1000.0,0.0,0,2,2.0,0,2,2442662.0,2150000.0,0,9,1.0,2442662.0,3,seed,2019-06-01,2150000.0,6.112328767123287,14.708599395575163,14.580978865220017,14.580978865220017,14.708599395575163,6.90875477931522,0.0,0.0,2.6390573296152584,1.961829724241489,0
PopSQL,2017-05-01,2,0,active,Software y Servicios B2B,8,2.0,2000.0,0.0,0,12,1.0,0,1,17400000.0,14000000.0,0,19,2.0,17400000.0,3,series_a,2022-02-09,14000000.0,3.416438356164384,16.67198082165602,16.454567959008102,16.454567959008102,16.67198082165602,7.601402334583733,0.0,0.0,1.0986122886681098,1.4853335694840823,1
CoVerified,2017-04-18,0,0,active,Software y Servicios B2B,8,2.0,358.0,0.0,0,3,4.0,1,3,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2021-03-22,125000.0,4.304109589041096,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,5.883322388488279,0.0,0.0,1.0986122886681098,1.6684819142540308,0
Breadfast,2017-04-01,0,0,active,Consumo,8,99.0,172000.0,411000.0,0,6,3.0,0,3,29000000.0,26000000.0,0,21,5.0,29000000.0,5,series_a,2021-11-03,26000000.0,3.684931506849315,17.182806422433504,17.073607134447293,17.073607134447293,17.182806422433504,12.055255569732177,12.926350926565435,0.0,4.605170185988092,1.544351295914214,1
Pulse_2,2017-04-01,1,0,active,Software y Servicios B2B,8,59.0,11000.0,0.0,817,6,2.0,0,2,10500000.0,6500000.0,0,15,3.0,10575000.0,5,series_a,2020-04-03,6500000.0,5.271232876712329,16.166885910365842,15.687312888712007,15.687312888712007,16.174003377459258,9.305741456739435,0.0,6.706862336602747,4.0943445622221,1.8359729663700752,1
SafetyWing,2017-03-15,0,0,active,Finanzas,8,142.0,22000.0,4500.0,0,12,3.0,1,2,47120000.0,35000000.0,0,12,3.0,47120000.0,6,series_b,2022-04-21,35000000.0,3.221917808219178,17.668208118530018,17.370858648025116,17.370858648025116,17.668208118530018,9.99884318585288,8.412054873292933,0.0,4.962844630259907,1.4402894817376242,1
Proof,2017-03-15,0,0,active,Consumo,8,13.0,2000.0,6100.0,620,25,3.0,0,3,2200608.0,2080608.0,0,21,1.0,2200608.0,2,seed,2018-03-01,2080608.0,7.364383561643836,14.60424469820328,14.548171197284862,14.548171197284862,14.60424469820328,7.601402334583733,8.716207971151853,6.431331081933479,2.6390573296152584,2.1239826391523864,0
Avo,2017-03-01,0,0,active,Software y Servicios B2B,8,169.0,20000.0,0.0,0,2,1.0,0,1,45000000.0,45000000.0,0,9,2.0,45000000.0,4,series_b,2021-09-29,45000000.0,3.780821917808219,17.622173069956816,17.622173069956816,17.622173069956816,17.622173069956816,9.90353755128617,0.0,0.0,5.135798437050262,1.564612481054036,1
Allure Systems,2017-03-01,0,0,active,Software y Servicios B2B,8,8.0,6000.0,43.0,288,0,2.0,1,1,3150000.0,150000.0,0,13,2.0,3150000.0,2,seed,2019-03-13,150000.0,6.331506849315068,14.962913328262083,11.918397239722838,11.918397239722838,14.962913328262083,8.699681400989514,3.784189633918261,5.666426688112432,2.1972245773362196,1.9921810676656275,0
Soon,2017-03-01,1,1,active,Finanzas,8,66.0,1000.0,439.0,0,0,2.0,0,2,1500000.0,500000.0,0,3,1.0,1500000.0,2,pre_seed,2022-02-23,500000.0,3.378082191780822,14.220976332738882,13.122365377402328,13.122365377402328,14.220976332738882,6.90875477931522,6.0867747269123065,0.0,4.204692619390966,1.4766107727437283,0
Goodcover,2017-03-01,1,0,active,Finanzas,8,2.0,236.0,164.0,2,3,2.0,0,2,9500000.0,7500000.0,0,8,2.0,9500000.0,3,series_a,2020-10-29,7500000.0,4.698630136986301,16.066802461833923,15.830413711839864,15.830413711839864,16.066802461833923,5.4680601411351315,5.10594547390058,1.0986122886681098,1.0986122886681098,1.740225819112872,0
Pathrise,2017-02-23,0,0,active,Educación,8,211.0,55000.0,12000.0,817,18,2.0,0,2,25720000.0,17000000.0,0,14,5.0,29220000.0,7,series_b,2022-07-01,17000000.0,3.0273972602739727,17.062779496213942,16.648723960844016,16.648723960844016,17.190363998509962,10.915106645867503,9.392745258631441,6.706862336602747,5.356586274672012,1.3931203261902905,1
Pyka,2017-02-13,0,3,active,Software y Servicios B2B,8,82.0,13000.0,0.0,341,65,4.0,0,4,88100000.0,40000000.0,0,17,4.0,88100000.0,4,series_b,2024-09-23,40000000.0,0.7945205479452054,18.293983102257144,17.50439003707821,17.50439003707821,18.293983102257144,9.472781556562168,0.0,5.834810737062605,4.418840607796598,0.5847378820527603,1
Boundless Immigration,2017-02-13,2,0,active,Software y Servicios B2B,8,321.0,32000.0,21000.0,0,50,3.0,1,2,43800000.0,25000000.0,0,18,2.0,43800000.0,4,series_b,2021-04-22,25000000.0,4.219178082191781,17.595144398177723,17.034386422832473,17.034386422832473,17.595144398177723,10.373522431293592,9.952325334619427,0.0,5.7745515455444085,1.6523399339783098,1
FlowEQ,2017-02-01,1,0,active,Software y Servicios B2B,8,7.0,490.0,0.0,15,4,5.0,2,3,4020000.0,3895000.0,0,5,1.0,4020000.0,2,seed,2021-09-17,3895000.0,3.813698630136986,15.206792709351392,15.175204494026362,15.175204494026362,15.206792709351392,6.19644412779452,0.0,2.772588722239781,2.0794415416798357,1.5714657346046057,0
BBy,2017-01-26,0,0,active,Salud,8,10.0,297.0,1500.0,207,7,1.0,0,1,3650000.0,3000000.0,0,7,2.0,3650000.0,4,seed,2023-05-25,3000000.0,2.128767123287671,15.11023799953124,14.914123179965662,14.914123179965662,15.11023799953124,5.697093486505405,7.313886831633462,5.337538079701318,2.3978952727983707,1.140639036633464,0
Rain AI,2017-01-01,2,31,active,Software y Servicios B2B,8,75.0,21000.0,164.0,0,64,3.0,0,3,40230020.0,8100000.0,0,28,2.0,40230020.0,8,series_a,2024-05-26,8100000.0,1.1232876712328768,17.510124065924344,15.90737474309945,15.90737474309945,17.510124065924344,9.952325334619427,5.10594547390058,0.0,4.330733340286331,0.7529656757708555,1
MindsDB,2017-01-01,0,0,active,Software y Servicios B2B,8,46.0,9000.0,5700.0,0,37,2.0,0,2,54355000.0,5000000.0,0,18,4.0,54355000.0,6,seed,2023-08-08,5000000.0,1.9232876712328768,17.81104718201781,15.424948670398354,15.424948670398354,17.81104718201781,9.105090961257085,8.648396877031582,0.0,3.8501476017100584,1.0727088977192618,1
Biobot Analytics,2017-01-01,0,1,active,Software y Servicios B2B,8,29.0,9000.0,0.0,0,37,2.0,2,0,41398737.0,13400000.0,0,28,7.0,41398737.0,10,series_a,2025-06-06,13400000.0,0.0931506849315068,17.538760955239137,16.410765339548004,16.410765339548004,17.538760955239137,9.105090961257085,0.0,0.0,3.4011973816621555,0.0890640633073719,1
Catch,2017-01-01,0,0,active,Finanzas,8,21.0,4000.0,5100.0,0,30,2.0,1,1,20101000.0,12000000.0,0,21,4.0,20101000.0,5,series_a,2021-07-30,12000000.0,3.947945205479452,16.8162801727843,16.300417291085605,16.300417291085605,16.8162801727843,8.294299608857235,8.537191877922927,0.0,3.091042453358316,1.5989723803944391,1
D-ID,2017-01-01,1,18,active,Software y Servicios B2B,8,133.0,27000.0,2700.0,0,79,3.0,1,2,42500000.0,25000000.0,0,17,3.0,47881868.0,5,series_b,2022-03-22,25000000.0,3.304109589041096,17.565014657424058,17.034386422832473,17.034386422832473,17.684247472979916,10.203629181337648,7.901377353792616,0.0,4.897839799950911,1.4595702846731295,1
BioRender,2017-01-01,6,0,active,Software y Servicios B2B,8,209.0,26000.0,7600.0,0,6,3.0,1,2,17044132.0,15319133.0,0,7,1.0,17044132.0,3,series_a,2023-04-20,15319133.0,2.2246575342465755,16.651316596904046,16.544613193263842,16.544613193263842,16.651316596904046,10.165890277802454,8.936035096566041,0.0,5.3471075307174685,1.1708267536777852,1
Routable,2017-01-01,0,0,active,Finanzas,8,79.0,11000.0,167.0,459,13,2.0,0,2,46519705.0,499996.0,0,30,2.0,46519705.0,5,series_b,2022-04-29,499996.0,3.2,17.655386565732343,13.12235737738633,13.12235737738633,17.655386565732343,9.305741456739435,5.123963979403259,6.131226489483141,4.382026634673881,1.4350845252893227,1
Nala,2017-01-01,0,0,active,Finanzas,8,211.0,36000.0,18000.0,0,34,1.0,0,1,50200000.0,40000000.0,0,27,7.0,50210000.0,5,series_a,2024-07-09,40000000.0,1.0027397260273974,17.731525604582277,17.50439003707821,17.50439003707821,17.731724787927238,10.491301994830229,9.798182590890704,0.0,5.356586274672012,0.6945161061672871,1
CoLab Software,2017-01-01,6,2,active,Software y Servicios B2B,8,143.0,23000.0,1100.0,0,38,2.0,0,2,44539719.0,5600000.0,0,13,5.0,47539719.0,7,series_b,2025-03-19,5600000.0,0.3095890410958904,17.611891933289677,15.53827733427679,15.53827733427679,17.67707613010195,10.043292972227004,7.00397413672268,0.0,4.969813299576001,0.26971337890896446,1
Yassir,2017-01-01,0,0,active,Finanzas,8,1000.0,100000.0,1000000.0,505,22,2.0,0,2,180290000.0,150000000.0,0,45,4.0,180290000.0,8,series_b,2022-11-07,150000000.0,2.673972602739726,19.010077229065,18.826145858727198,18.826145858727198,19.010077229065,11.51293546492023,13.815511557963774,6.226536669287466,6.90875477931522,1.301273529699187,1
Rebellyous Foods,2017-01-01,2,15,active,Industria,8,19.0,6000.0,1700.0,965,52,1.0,1,0,47355430.0,2400000.0,0,21,6.0,47355430.0,11,series_b,2025-01-09,2400000.0,0.4986301369863014,17.67319207006856,14.690979711984754,14.690979711984754,17.67319207006856,8.699681400989514,7.438971592395862,6.873163834212518,2.995732273553991,0.40455144883948974,1
Curebase,2017-01-01,2,0,active,Software y Servicios B2B,8,39.0,11000.0,1700.0,459,37,1.0,0,1,57633000.0,40000000.0,0,16,2.0,57633000.0,6,series_b,2022-05-05,40000000.0,3.1835616438356165,17.86960589562986,17.50439003707821,17.50439003707821,17.86960589562986,9.305741456739435,7.438971592395862,6.131226489483141,3.6888794541139363,1.431162951636141,1
Easol,2017-01-01,1,0,active,Software y Servicios B2B,8,79.0,6000.0,3300.0,0,10,3.0,1,2,29620000.0,25000000.0,0,10,2.0,29620000.0,8,series_a,2021-12-08,25000000.0,3.589041095890411,17.2039604005649,17.034386422832473,17.034386422832473,17.2039604005649,8.699681400989514,8.101980731853192,0.0,4.382026634673881,1.5236710906766753,1
Microverse,2017-01-01,2,0,active,Educación,8,375.0,19000.0,74000.0,0,18,1.0,0,1,19700000.0,4000000.0,0,17,2.0,19700000.0,5,series_a,2022-08-17,4000000.0,2.898630136986301,16.796129244469636,15.201805169084134,15.201805169084134,16.796129244469636,9.852246888342531,11.211833885608513,0.0,5.929589143389895,1.3606252445073608,1
Persephone Biosciences,2017-01-01,0,0,active,Software y Servicios B2B,8,26.0,4000.0,0.0,489,27,2.0,1,1,15120000.0,15000000.0,0,10,2.0,15120000.0,3,seed,2022-07-19,15000000.0,2.978082191780822,16.531528994853225,16.52356082573315,16.52356082573315,16.531528994853225,8.294299608857235,0.0,6.194405391104672,3.295836866004329,1.38079984180225,1
Collectly,2017-01-01,0,0,active,Finanzas,8,81.0,6000.0,261.0,351,14,2.0,0,2,33900000.0,29000000.0,0,21,3.0,33900000.0,4,series_a,2023-07-20,29000000.0,1.9753424657534249,17.338925601849205,17.182806422433504,17.182806422433504,17.338925601849205,8.699681400989514,5.568344503761097,5.863631175598097,4.406719247264253,1.0903591469113891,1
Corvus Robotics,2017-01-01,0,0,active,Software y Servicios B2B,8,32.0,6000.0,0.0,480,21,1.0,1,0,18000000.0,18000000.0,0,8,3.0,23050000.0,4,series_a,2024-10-08,18000000.0,0.7534246575342466,16.705882371415992,16.705882371415992,16.705882371415992,16.953176370790878,8.699681400989514,0.0,6.175867270105761,3.4965075614664802,0.561570822771226,1
Snappr,2017-01-01,1,0,active,Software y Servicios B2B,8,400.0,12000.0,0.0,5,44,2.0,0,2,12995527.0,10000000.0,0,14,1.0,12995527.0,5,series_a,2020-09-28,10000000.0,4.7835616438356166,16.380115856244238,16.118095750958314,16.118095750958314,16.380115856244238,9.392745258631441,0.0,1.791759469228055,5.993961427306569,1.7550196942658292,1
Centaur Labs,2017-01-01,0,0,active,Software y Servicios B2B,8,61.0,5000.0,108.0,246,8,3.0,0,3,36235849.0,16200000.0,0,25,6.0,36235849.0,6,series_b,2024-10-08,16200000.0,0.7534246575342466,17.405559518232998,16.600521861931007,16.600521861931007,17.405559518232998,8.517393171418904,4.6913478822291435,5.5093883366279774,4.127134385045092,0.561570822771226,1
Mighty Buildings,2017-01-01,8,39,active,Bienes Raíces y Construcción,8,89.0,15000.0,7800.0,0,40,4.0,0,4,153823024.0,52000000.0,1,44,4.0,153823024.0,12,series_b,2023-09-12,52000000.0,1.8273972602739723,18.851313311243004,17.76675429577647,17.76675429577647,18.851313311243004,9.61587214452889,8.962007209588313,0.0,4.499809670330265,1.0393565924590165,1
Emi Labs,2017-01-01,0,0,active,No Especificado,8,117.0,12000.0,0.0,174,4,2.0,0,2,13000000.0,11000000.0,0,10,2.0,13000000.0,4,series_a,2022-02-24,11000000.0,3.375342465753425,16.380459992348886,16.213405921671733,16.213405921671733,16.380459992348886,9.392745258631441,0.0,5.1647859739235145,4.770684624465665,1.475984794632521,1
Arpeggio Bio,2017-01-01,1,3,active,Software y Servicios B2B,8,12.0,2000.0,0.0,190,7,3.0,1,2,20350000.0,17000000.0,0,13,2.0,20350000.0,4,series_a,2022-09-07,17000000.0,2.841095890410959,16.828591518992926,16.648723960844016,16.648723960844016,16.828591518992926,7.601402334583733,0.0,5.25227342804663,2.5649493574615367,1.3457577140120438,1
Convex,2017-01-01,0,0,active,Software y Servicios B2B,8,51.0,5000.0,0.0,0,11,3.0,0,3,59550000.0,39000000.0,0,10,3.0,59550000.0,4,series_b,2021-10-12,39000000.0,3.745205479452055,17.902326870558195,17.479072229734946,17.479072229734946,17.902326870558195,8.517393171418904,0.0,0.0,3.9512437185814275,1.557134735539889,1
Obie,2017-01-01,0,0,active,Bienes Raíces y Construcción,8,166.0,6000.0,0.0,0,18,2.0,0,2,39000000.0,25500000.0,0,17,2.0,39000000.0,4,series_b,2023-05-17,25500000.0,2.150684931506849,17.479072229734946,17.05418904934434,17.05418904934434,17.479072229734946,8.699681400989514,0.0,0.0,5.117993812416755,1.1476198677748042,1
Forage,2017-01-01,2,0,active,Educación,8,976.0,209000.0,12000.0,0,28,2.0,0,2,37003955.0,25000000.0,0,16,5.0,37003955.0,8,series_b,2021-08-20,25000000.0,3.8904109589041096,17.426535383812,17.034386422832473,17.034386422832473,17.426535383812,12.250094315624496,9.392745258631441,0.0,6.884486652042782,1.5872763406312478,1
