nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,cluster_kmeans
Greywing,2019-05-08,0,0,active,Software y Servicios B2B,6,4.0,3000.0,0.0,16,0,2.0,0,2,2625000.0,2500000.0,0,12,1.0,2625000.0,4,seed,2021-10-06,2500000.0,3.761643835616439,14.78059183496017,14.731801689838349,14.731801689838349,14.78059183496017,8.006700845440367,0.0,2.833213344056216,1.6094379124341003,1.560592952242846,0
Disclo,2019-05-07,0,0,active,Software y Servicios B2B,6,15.0,6000.0,0.0,125,4,2.0,1,1,6625000.0,5125000.0,0,6,3.0,6625000.0,2,seed,2023-02-01,5125000.0,2.4383561643835616,15.706361080779946,15.449641278110677,15.449641278110677,15.706361080779946,8.699681400989514,0.0,4.836281906951478,2.772588722239781,1.2349934979833928,1
PAYZE,2019-05-05,0,0,active,Finanzas,6,19.0,2000.0,10000.0,0,0,2.0,0,2,125000.0,125000.0,0,7,1.0,125000.0,3,pre_seed,2021-08-31,125000.0,3.86027397260274,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,7.601402334583733,9.210440366976517,0.0,2.995732273553991,1.5810948092870334,0
Segmed,2019-05-01,0,0,active,Software y Servicios B2B,6,44.0,4000.0,0.0,631,16,4.0,1,3,20420000.0,10400000.0,0,16,6.0,20420000.0,7,series_a,2024-09-03,10400000.0,0.8493150684931506,16.832025419672387,16.15731646026544,16.15731646026544,16.832025419672387,8.294299608857235,0.0,6.448889394146858,3.8066624897703196,0.6148153372900383,1
Outtalent,2019-05-01,0,0,active,Educación,6,13.0,4000.0,157.0,0,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,8.294299608857235,5.062595033026967,0.0,2.6390573296152584,1.9309256415528244,0
GradJoy,2019-05-01,0,0,active,Educación,6,2.0,311.0,0.0,0,3,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.7430031878094825,0.0,0.0,1.0986122886681098,1.9309256415528244,0
Matidor.com,2019-04-23,0,0,active,Software y Servicios B2B,6,18.0,4000.0,252.0,147,6,2.0,0,2,1850000.0,1725000.0,0,3,2.0,1850000.0,3,seed,2022-01-17,1725000.0,3.4794520547945207,14.430696737594902,14.360738188157574,14.360738188157574,14.430696737594902,8.294299608857235,5.53338948872752,4.997212273764115,2.9444389791664403,1.4995007297488623,0
Gamebytes,2019-04-02,0,0,active,No Especificado,6,2.0,93.0,0.0,0,0,5.0,0,5,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.543294782270004,0.0,0.0,1.0986122886681098,1.9309256415528244,0
Moichor,2019-04-01,0,0,active,Software y Servicios B2B,6,21.0,2000.0,0.0,0,7,3.0,0,3,4045000.0,4000000.0,0,2,1.0,4045000.0,3,seed,2021-04-15,4000000.0,4.238356164383561,15.212992355693487,15.201805169084134,15.201805169084134,15.212992355693487,7.601402334583733,0.0,0.0,3.091042453358316,1.656007740028855,0
Courier,2019-04-01,0,0,active,Software y Servicios B2B,6,100.0,5000.0,84.0,0,28,1.0,0,1,47400000.0,35000000.0,0,17,5.0,47500000.0,5,series_b,2022-06-22,35000000.0,3.052054794520548,17.67413280776235,17.370858648025116,17.370858648025116,17.6762402900575,8.517393171418904,4.442651256490317,0.0,4.61512051684126,1.3992241091283084,1
Zingbus,2019-04-01,0,0,active,No Especificado,6,316.0,23000.0,19000.0,768,24,3.0,0,3,14986371.0,9000000.0,0,29,6.0,14986371.0,7,series_a,2024-12-17,9000000.0,0.5616438356164384,16.522651812766593,16.012735246411598,16.012735246411598,16.522651812766593,10.043292972227004,9.852246888342531,6.645090969505644,5.75890177387728,0.4457390072461043,1
PowerUs,2019-04-01,1,0,active,No Especificado,6,117.0,6000.0,0.0,0,4,2.0,0,2,42767541.0,24000000.0,0,17,2.0,42767541.0,4,series_b,2023-09-20,24000000.0,1.8054794520547943,17.571290008362233,16.993564429978885,16.993564429978885,17.571290008362233,8.699681400989514,0.0,0.0,4.770684624465665,1.0315744520169616,1
Memberstack,2019-03-27,0,0,active,Finanzas,6,12.0,2000.0,0.0,57,0,2.0,0,2,2000000.0,2000000.0,0,9,1.0,2000000.0,2,seed,2020-10-13,2000000.0,4.742465753424658,14.508658238524095,14.508658238524095,14.508658238524095,14.508658238524095,7.601402334583733,0.0,4.060443010546419,2.5649493574615367,1.7478886918584413,0
Bun,2019-03-26,0,0,active,Software y Servicios B2B,6,23.0,3000.0,0.0,0,2,1.0,0,1,7000000.0,7000000.0,0,3,1.0,7000000.0,1,seed,2022-08-23,7000000.0,2.882191780821918,15.76142084987672,15.76142084987672,15.76142084987672,15.76142084987672,8.006700845440367,0.0,0.0,3.1780538303479458,1.356399886108189,0
Mage App,2019-03-19,0,0,active,Software y Servicios B2B,6,2.0,44.0,600.0,0,0,2.0,0,2,635000.0,635000.0,0,1,1.0,635000.0,1,seed,2019-03-19,635000.0,6.315068493150685,13.361381852676738,13.361381852676738,13.361381852676738,13.361381852676738,3.8066624897703196,6.398594934535208,0.0,1.0986122886681098,1.9899363978118036,0
Munily,2019-03-03,0,0,active,Bienes Raíces y Construcción,6,31.0,4000.0,263.0,407,6,4.0,2,2,1365000.0,665000.0,0,11,3.0,1365000.0,6,seed,2022-02-05,665000.0,3.4273972602739726,14.126665719201661,13.407543823396258,13.407543823396258,14.126665719201661,8.294299608857235,5.575949103146316,6.0112671744041615,3.4657359027997265,1.4878118854985491,0
PayMongo,2019-03-01,0,0,active,Finanzas,6,153.0,13000.0,29000.0,0,71,4.0,0,4,45700000.0,31000000.0,0,12,1.0,45700000.0,3,series_b,2022-02-20,31000000.0,3.3863013698630136,17.63760887774627,17.249497794707484,17.249497794707484,17.63760887774627,9.472781556562168,10.275085591132715,0.0,5.0369526024136295,1.4784863594142232,1
Mystic,2019-03-01,1,0,active,Software y Servicios B2B,6,9.0,3000.0,0.0,467,16,2.0,0,2,3189668.0,3000000.0,0,3,2.0,3208753.0,6,seed,2022-04-27,3000000.0,3.2054794520547945,14.975427707621918,14.914123179965662,14.914123179965662,14.981393257758063,8.006700845440367,0.0,6.148468295917647,2.302585092994046,1.4363883064388059,0
GiveAway,2019-03-01,0,0,active,Consumo,6,14.0,219.0,0.0,0,1,3.0,0,3,630000.0,480000.0,0,2,1.0,630000.0,3,pre_seed,2021-09-20,480000.0,3.8054794520547945,13.353476685668044,13.081543466215237,13.081543466215237,13.353476685668044,5.393627546352362,0.0,0.0,2.70805020110221,1.569756819349637,0
Calii,2019-03-01,0,0,active,Consumo,6,117.0,3000.0,60000.0,0,3,2.0,0,2,32600000.0,22500000.0,0,10,3.0,32600000.0,4,series_a,2022-01-21,22500000.0,3.468493150684932,17.29982287701178,16.929025911619092,16.929025911619092,17.29982287701178,8.006700845440367,11.002116507732017,0.0,4.770684624465665,1.4970512490385224,1
Text Blaze,2019-02-19,1,0,active,Software y Servicios B2B,6,15.0,5000.0,202.0,0,14,2.0,0,2,3300000.0,3300000.0,0,7,3.0,3300000.0,3,seed,2021-05-05,3300000.0,4.183561643835616,15.009433329466965,15.009433329466965,15.009433329466965,15.009433329466965,8.517393171418904,5.313205979041787,0.0,2.772588722239781,1.645492396029332,0
Digi-Prex,2019-02-18,0,0,active,Finanzas,6,27.0,4000.0,106.0,30,4,1.0,0,1,5650000.0,5500000.0,0,16,1.0,5650000.0,2,seed,2019-09-20,5500000.0,5.808219178082192,15.547166280113759,15.520258832020865,15.520258832020865,15.547166280113759,8.294299608857235,4.672828834461906,3.4339872044851463,3.332204510175204,1.9181305849482375,0
Synder,2019-02-01,0,0,active,Finanzas,6,68.0,3000.0,1100.0,0,22,2.0,0,2,3000000.0,1000000.0,0,3,1.0,3000000.0,2,seed,2021-08-31,1000000.0,3.86027397260274,14.914123179965662,13.815511557963774,13.815511557963774,14.914123179965662,8.006700845440367,7.00397413672268,0.0,4.23410650459726,1.5810948092870334,0
SuperTokens,2019-02-01,1,0,active,Software y Servicios B2B,6,18.0,3000.0,0.0,1,6,2.0,0,2,4950000.0,3500000.0,0,2,1.0,4950000.0,4,seed,2023-01-01,3500000.0,2.5232876712328767,15.414898336565054,15.068273812173887,15.068273812173887,15.414898336565054,8.006700845440367,0.0,0.6931471805599453,2.9444389791664403,1.2593945512150733,0
Clicoh,2019-02-01,0,0,active,Software y Servicios B2B,6,215.0,20000.0,1200.0,0,21,4.0,0,4,26000000.0,1000000.0,0,14,1.0,26000000.0,4,series_a,2025-02-07,1000000.0,0.4191780821917808,17.073607134447293,13.815511557963774,13.815511557963774,17.073607134447293,9.90353755128617,7.0909098220799835,0.0,5.375278407684165,0.3500778886769916,1
Blair,2019-02-01,0,0,active,Educación,6,2.0,1000.0,15.0,103,6,3.0,0,3,7400000.0,6300000.0,0,10,2.0,107400000.0,3,seed,2021-05-07,6300000.0,4.178082191780822,15.816990693309524,15.656060350091908,15.656060350091908,18.492070749350024,6.90875477931522,2.772588722239781,4.6443908991413725,1.0986122886681098,1.6444347544711966,1
Datasaur,2019-02-01,0,0,active,Software y Servicios B2B,6,66.0,3000.0,15.0,253,14,1.0,0,1,7900000.0,4000000.0,0,10,1.0,7900000.0,3,seed,2023-08-03,4000000.0,1.936986301369863,15.882373444019521,15.201805169084134,15.201805169084134,15.882373444019521,8.006700845440367,2.772588722239781,5.537334267018537,4.204692619390966,1.0773839880482559,1
Hannah Life Technologies,2019-01-23,1,3,active,Salud,6,18.0,2000.0,3100.0,0,6,1.0,0,1,7150000.0,5150000.0,0,7,2.0,7150000.0,3,seed,2022-05-09,5150000.0,3.1726027397260275,15.78262305453032,15.454507466814658,15.454507466814658,15.78262305453032,7.601402334583733,8.03947991910045,0.0,2.9444389791664403,1.4285399993126704,1
ElectroNeek,2019-01-11,0,0,active,Software y Servicios B2B,6,58.0,42000.0,3100.0,342,75,4.0,0,4,23655000.0,20000000.0,0,19,2.0,23655000.0,7,series_a,2021-06-01,20000000.0,4.109589041095891,16.979085109321744,16.811242881518265,16.811242881518265,16.979085109321744,10.645448706505872,8.03947991910045,5.8377304471659395,4.07753744390572,1.6311189784954245,1
Zelos Gaming,2019-01-10,0,0,active,No Especificado,6,14.0,334.0,1100.0,0,0,2.0,0,2,300000.0,300000.0,0,5,1.0,300000.0,1,pre_seed,2020-03-16,300000.0,5.32054794520548,12.611541086966115,12.611541086966115,12.611541086966115,12.611541086966115,5.814130531825066,7.00397413672268,0.0,2.70805020110221,1.8438059045912623,0
BotCity,2019-01-05,0,0,active,Software y Servicios B2B,6,38.0,14000.0,0.0,641,1,2.0,0,2,3000000.0,500000.0,0,5,3.0,3000000.0,2,seed,2022-02-11,500000.0,3.410958904109589,14.914123179965662,13.122365377402328,13.122365377402328,14.914123179965662,9.546884034617925,0.0,6.464588303689961,3.6635616461296463,1.4840921043960171,0
COUTURME,2019-01-03,1,0,active,Software y Servicios B2B,6,2.0,3266.0,0.0,0,1,1.0,1,0,650000.0,150000.0,0,1,1.0,650000.0,2,pre_seed,2019-03-18,150000.0,6.317808219178082,13.384729180332174,11.918397239722838,11.918397239722838,13.384729180332174,8.09162741160107,0.0,0.0,1.0986122886681098,1.9903108595274694,0
Cyble,2019-01-01,8,1,active,Software y Servicios B2B,6,228.0,67000.0,0.0,18700,2933,2.0,1,1,44807000.0,6200000.0,0,14,5.0,44807000.0,11,series_b,2023-11-14,6200000.0,1.6547945205479453,17.617874957497396,15.64006001130563,15.64006001130563,17.617874957497396,11.112462823634855,0.0,9.83633227734872,5.43372200355424,0.9763672583082748,1
Dover,2019-01-01,0,0,active,Software y Servicios B2B,6,1400.0,8000.0,49.0,373,108,3.0,1,2,22800000.0,20000000.0,0,9,2.0,22800000.0,2,series_a,2021-07-19,20000000.0,3.978082191780822,16.942271137784317,16.811242881518265,16.811242881518265,16.942271137784317,8.987321812850125,3.912023005428146,5.924255797414532,7.244941546337007,1.6050447148136797,1
Rainbow,2019-01-01,0,0,active,Finanzas,6,320.0,2000.0,0.0,0,9,3.0,0,3,19500000.0,18000000.0,0,8,1.0,19500000.0,3,series_a,2021-10-01,18000000.0,3.775342465753425,16.785925074816024,16.705882371415992,16.705882371415992,16.785925074816024,7.601402334583733,0.0,0.0,5.771441123130016,1.5634656919375296,1
Living Carbon,2019-01-01,0,0,active,Salud,6,38.0,14000.0,0.0,0,21,2.0,1,1,36000000.0,21000000.0,0,25,2.0,36000000.0,5,series_a,2023-01-17,21000000.0,2.4794520547945207,17.399029524198163,16.860033043306743,16.860033043306743,17.399029524198163,9.546884034617925,0.0,0.0,3.6635616461296463,1.2468748258701454,1
Alloy Automation,2019-01-01,0,0,active,Software y Servicios B2B,6,39.0,21000.0,709.0,0,19,2.0,1,1,25000000.0,20000000.0,0,18,4.0,25000000.0,3,series_a,2022-02-22,20000000.0,3.3808219178082197,17.034386422832473,16.811242881518265,16.811242881518265,17.034386422832473,9.952325334619427,6.565264970035361,0.0,3.6888794541139363,1.4772363592514628,1
Rosebud AI,2019-01-01,0,0,active,Software y Servicios B2B,6,21.0,4000.0,0.0,0,3,1.0,1,0,8800000.0,6600000.0,0,12,3.0,8800000.0,4,seed,2022-01-01,6600000.0,3.5232876712328767,15.990262393084793,15.702580358511794,15.702580358511794,15.990262393084793,8.294299608857235,0.0,0.0,3.091042453358316,1.5092390903376367,1
Replicate,2019-01-01,3,0,active,Software y Servicios B2B,6,51.0,10000.0,0.0,0,21,1.0,0,1,57800000.0,40000000.0,0,13,2.0,57800000.0,4,series_b,2023-12-05,40000000.0,1.5972602739726027,17.872499350943645,17.50439003707821,17.50439003707821,17.872499350943645,9.210440366976517,0.0,0.0,3.9512437185814275,0.9544571486725303,1
Daybreak Health,2019-01-01,0,0,active,Software y Servicios B2B,6,215.0,10000.0,88.0,131,17,3.0,0,3,24925000.0,13000000.0,0,14,4.0,24925000.0,5,series_b,2023-08-08,13000000.0,1.9232876712328768,17.031381913932535,16.380459992348886,16.380459992348886,17.031381913932535,9.210440366976517,4.48863636973214,4.882801922586371,5.375278407684165,1.0727088977192618,1
Ello,2019-01-01,1,1,active,Educación,6,75.0,6000.0,14000.0,0,5,3.0,1,2,15150000.0,15000000.0,0,15,2.0,15450000.0,3,series_a,2023-09-07,15000000.0,1.841095890410959,16.533511155926252,16.52356082573315,16.52356082573315,16.553119626032945,8.699681400989514,9.546884034617925,0.0,4.330733340286331,1.0441898546470358,1
Parker,2019-01-01,0,0,active,Finanzas,6,119.0,10000.0,0.0,0,7,2.0,0,2,57000000.0,20000000.0,0,6,2.0,177000000.0,5,series_b,2024-11-09,20000000.0,0.6657534246575343,17.858561843342684,16.811242881518265,16.811242881518265,18.99166029618782,9.210440366976517,0.0,0.0,4.787491742782046,0.5102775283836756,1
Freshpaint,2019-01-01,0,0,active,Software y Servicios B2B,6,115.0,7000.0,0.0,240,19,2.0,0,2,41850000.0,30700000.0,0,8,3.0,46850000.0,5,series_b,2024-07-16,30700000.0,0.9835616438356164,17.54960237879462,17.239773245130714,17.239773245130714,17.662461587993423,8.853808274977197,0.0,5.484796933490655,4.7535901911063645,0.6848940388032249,1
Phoenix Health,2019-01-01,0,0,active,Salud,6,61.0,3000.0,5000.0,141,2,2.0,0,2,55180000.0,50000000.0,0,10,3.0,55180000.0,4,series_a,2025-03-13,50000000.0,0.3260273972602739,17.826111144875924,17.72753358339242,17.72753358339242,17.826111144875924,8.006700845440367,8.517393171418904,4.955827057601261,4.127134385045092,0.2821875531341402,1
Landed_1,2019-01-01,2,0,active,Software y Servicios B2B,6,44.0,4000.0,2600.0,118,3,2.0,2,0,8400000.0,7000000.0,0,14,2.0,8400000.0,3,seed,2022-04-07,7000000.0,3.26027397260274,15.943742382861155,15.76142084987672,15.76142084987672,15.943742382861155,8.294299608857235,7.8636512654486515,4.77912349311153,3.8066624897703196,1.449333471030843,1
Beacons,2019-01-01,1,0,active,Software y Servicios B2B,6,89.0,5000.0,1200.0,0,7,4.0,0,4,29150000.0,23000000.0,0,18,2.0,29150000.0,5,series_a,2023-11-02,23000000.0,1.6876712328767125,17.187965505066092,16.951004817371683,16.951004817371683,17.187965505066092,8.517393171418904,7.0909098220799835,0.0,4.499809670330265,0.9886751059828717,1
Photoroom,2019-01-01,0,0,active,Software y Servicios B2B,6,567.0,16000.0,255000.0,0,73,2.0,0,2,62125000.0,43000000.0,0,8,4.0,62125000.0,5,series_b,2024-02-27,43000000.0,1.367123287671233,17.944659058477647,17.57671069691365,17.57671069691365,17.944659058477647,9.680406499268875,12.449022745701502,0.0,6.342121418721152,0.8616754152215641,1
Armilla AI,2019-01-01,0,0,active,Software y Servicios B2B,6,17.0,4000.0,0.0,0,51,4.0,0,4,6455616.0,6000000.0,0,16,2.0,6455616.0,5,seed,2024-02-15,6000000.0,1.4,15.680461162512913,15.607270193858982,15.607270193858982,15.680461162512913,8.294299608857235,0.0,0.0,2.8903717578961645,0.8754687373538999,1
Ajaib,2019-01-01,0,0,active,Finanzas,6,647.0,180000.0,36000.0,0,37,2.0,1,1,246293899.0,2200000000000.0,0,14,6.0,246293899.0,5,series_b,2021-10-04,2200000000000.0,3.767123287671233,19.322036096239206,28.41947847629327,28.41947847629327,19.322036096239206,12.100717685412471,10.491301994830229,0.0,6.473890696352274,1.561743038626083,1
Shiru,2019-01-01,0,0,active,Software y Servicios B2B,6,30.0,8000.0,0.0,0,58,1.0,1,0,46500000.0,16000000.0,0,18,2.0,56500000.0,5,series_b,2024-11-12,16000000.0,0.6575342465753424,17.65496289206296,16.588099342704055,16.588099342704055,17.849751213815786,8.987321812850125,0.0,0.0,3.4339872044851463,0.5053311044483499,1
Toolbox,2019-01-01,0,0,active,Finanzas,6,19.0,1000.0,0.0,82,8,2.0,0,2,8250000.0,5000000.0,0,10,1.0,8250000.0,3,seed,2022-04-01,5000000.0,3.276712328767123,15.925723879522977,15.424948670398354,15.424948670398354,15.925723879522977,6.90875477931522,0.0,4.418840607796598,2.995732273553991,1.4531845669329406,0
Kraftful,2019-01-01,2,0,active,Software y Servicios B2B,6,12.0,8000.0,137.0,1,8,2.0,2,0,3150000.0,2000000.0,0,11,1.0,3150000.0,4,seed,2022-02-08,2000000.0,3.419178082191781,14.962913328262083,14.508658238524095,14.508658238524095,14.962913328262083,8.987321812850125,4.927253685157205,0.6931471805599453,2.5649493574615367,1.4859537245427175,0
Lightly,2019-01-01,0,0,active,Software y Servicios B2B,6,26.0,4000.0,139.0,598,4,2.0,0,2,3125000.0,3000000.0,0,6,2.0,3125000.0,4,seed,2022-05-11,3000000.0,3.1671232876712327,14.954945161152589,14.914123179965662,14.914123179965662,14.954945161152589,8.294299608857235,4.941642422609304,6.395261598115449,3.295836866004329,1.4272259386768014,0
Ramen VR,2019-01-01,0,0,active,Software y Servicios B2B,6,14.0,2000.0,0.0,136,11,2.0,1,1,45173114.0,35000000.0,0,5,3.0,45173114.0,4,series_b,2022-03-17,35000000.0,3.317808219178082,17.626012666953283,17.370858648025116,17.370858648025116,17.626012666953283,7.601402334583733,0.0,4.919980925828125,2.70805020110221,1.462747916835333,1
Deepnote,2019-01-01,0,0,active,Software y Servicios B2B,6,35.0,11000.0,706.0,0,8,4.0,0,4,23800000.0,20000000.0,0,18,2.0,23800000.0,3,series_a,2022-01-31,20000000.0,3.441095890410959,16.98519618065851,16.811242881518265,16.811242881518265,16.98519618065851,9.305741456739435,6.561030665896573,0.0,3.58351893845611,1.4909011681531845,1
Rutter,2019-01-01,0,0,active,Software y Servicios B2B,6,32.0,6000.0,0.0,696,6,2.0,0,2,28500000.0,27000000.0,0,18,3.0,28500000.0,3,series_a,2022-03-15,27000000.0,3.3232876712328765,17.1654146803266,17.11134746100564,17.11134746100564,17.1654146803266,8.699681400989514,0.0,6.546785410760524,3.4965075614664802,1.4640161478233278,1
UserGems,2019-01-01,2,1,active,Software y Servicios B2B,6,97.0,20000.0,532.0,273,10,2.0,0,2,22400000.0,20000000.0,0,7,2.0,22400000.0,3,series_a,2021-10-26,20000000.0,3.706849315068493,16.924571561468124,16.811242881518265,16.811242881518265,16.924571561468124,9.90353755128617,6.278521424165844,5.6131281063880705,4.584967478670572,1.549018748961709,1
Synapticure,2019-01-01,1,0,active,Salud,6,87.0,23000.0,0.0,0,25,2.0,0,2,78245500.0,25000000.0,0,23,2.0,78245500.0,5,series_a,2024-11-19,25000000.0,0.6383561643835617,18.175361890523956,17.034386422832473,17.034386422832473,18.175361890523956,10.043292972227004,0.0,0.0,4.477336814478207,0.49369340036814024,1
Eclipse Foods,2019-01-01,0,0,active,Industria,6,32.0,8000.0,1200.0,0,26,2.0,0,2,55650000.0,40000000.0,0,13,3.0,55650000.0,4,series_b,2022-06-28,40000000.0,3.0356164383561643,17.834592653655278,17.50439003707821,17.50439003707821,17.834592653655278,8.987321812850125,7.0909098220799835,0.0,3.4965075614664802,1.395159062880139,1
Ophelia,2019-01-01,0,0,active,Salud,6,309.0,7000.0,4200.0,268,11,2.0,0,2,67700000.0,50000000.0,0,16,2.0,67700000.0,3,series_b,2021-12-14,50000000.0,3.572602739726028,18.03059675265355,17.72753358339242,17.72753358339242,18.03059675265355,8.853808274977197,8.343077871169383,5.594711379601839,5.736572297479192,1.5200825700793437,1
Gaiascope,2019-01-01,0,0,active,Software y Servicios B2B,6,6.0,2000.0,0.0,0,1,2.0,2,0,4318000.0,2000000.0,0,7,2.0,4318000.0,2,seed,2021-08-17,2000000.0,3.898630136986301,15.278303121645562,14.508658238524095,14.508658238524095,15.278303121645562,7.601402334583733,0.0,0.0,1.9459101490553132,1.5889556021509676,0
Nomic,2019-01-01,6,0,active,Software y Servicios B2B,6,89.0,8000.0,0.0,248,8,4.0,0,4,59000000.0,42000000.0,0,17,3.0,60025686.0,8,series_b,2024-09-17,42000000.0,0.810958904109589,17.893048018819147,17.553180200057167,17.553180200057167,17.910283145237248,8.987321812850125,0.0,5.517452896464707,4.499809670330265,0.5938564862691947,1
Turing Labs,2019-01-01,0,4,active,Software y Servicios B2B,6,21.0,3000.0,0.0,74,12,2.0,0,2,18400000.0,16500000.0,0,11,2.0,18400000.0,5,series_a,2022-01-19,16500000.0,3.473972602739726,16.72786127692704,16.61887099947687,16.61887099947687,16.72786127692704,8.006700845440367,0.0,4.31748811353631,3.091042453358316,1.4982767393879737,1
ditto,2019-01-01,0,0,active,Software y Servicios B2B,6,18.0,2000.0,0.0,670,0,2.0,2,0,1650000.0,1500000.0,0,8,1.0,1650000.0,2,seed,2021-06-01,1500000.0,4.109589041095891,14.316286451937186,14.220976332738882,14.220976332738882,14.316286451937186,7.601402334583733,0.0,6.508769136971682,2.9444389791664403,1.6311189784954245,0
Laudable,2019-01-01,0,0,active,Software y Servicios B2B,6,8.0,3000.0,106.0,0,0,1.0,1,0,3075000.0,2950000.0,0,19,1.0,3075000.0,2,seed,2021-10-07,2950000.0,3.758904109589041,14.938815784425955,14.897316067298997,14.897316067298997,14.938815784425955,8.006700845440367,4.672828834461906,0.0,2.1972245773362196,1.5600174126586135,0
Juicy Marbles,2019-01-01,0,0,active,Consumo,6,40.0,8000.0,9500.0,0,38,4.0,0,4,4500000.0,4500000.0,0,8,1.0,4500000.0,2,seed,2021-11-01,4500000.0,3.690410958904109,15.319588176962746,15.319588176962746,15.319588176962746,15.319588176962746,8.987321812850125,9.15915233520675,0.0,3.713572066704308,1.5455202031191957,1
Spenmo,2019-01-01,0,0,active,Finanzas,6,73.0,24000.0,77.0,0,29,2.0,0,2,121350000.0,85350000.0,0,23,2.0,121350000.0,4,series_b,2022-01-05,85350000.0,3.512328767123288,18.61418949837751,18.262271018921187,18.262271018921187,18.61418949837751,10.085850775128717,4.356708826689592,0.0,4.30406509320417,1.5068133765951488,1
Atomic Industries,2019-01-01,0,0,active,Industria,6,40.0,2000.0,0.0,0,10,3.0,1,2,20325000.0,17000000.0,0,11,2.0,20325000.0,4,seed,2023-12-04,17000000.0,1.6,16.82736226259864,16.648723960844016,16.648723960844016,16.82736226259864,7.601402334583733,0.0,0.0,3.713572066704308,0.9555114450274363,1
Multiverse,2019-01-01,0,0,active,No Especificado,6,12.0,565.0,0.0,64,1,3.0,1,2,17650000.0,17500000.0,0,7,1.0,17650000.0,2,series_a,2021-04-22,17500000.0,4.219178082191781,16.6862463980008,16.677711496036597,16.677711496036597,16.6862463980008,6.338594078203183,0.0,4.174387269895637,2.5649493574615367,1.6523399339783098,1
Zitara Technologies,2019-01-01,1,9,active,Software y Servicios B2B,6,34.0,3000.0,0.0,0,11,2.0,0,2,29000000.0,17000000.0,0,9,2.0,29000000.0,3,series_a,2024-12-04,17000000.0,0.5972602739726027,17.182806422433504,16.648723960844016,16.648723960844016,17.182806422433504,8.006700845440367,0.0,0.0,3.5553480614894135,0.46828983276800085,1
Keeper_2,2019-01-01,1,0,active,Finanzas,6,33.0,5000.0,15000.0,465,8,2.0,0,2,15750000.0,13000000.0,0,14,2.0,15750000.0,4,series_a,2021-04-29,13000000.0,4.2,16.572350986727976,16.380459992348886,16.380459992348886,16.572350986727976,8.517393171418904,9.61587214452889,6.144185634125646,3.5263605246161616,1.6486586255873816,1
Gaiia,2019-01-01,0,0,active,Software y Servicios B2B,6,68.0,3000.0,0.0,80,28,4.0,0,4,26279529.0,18000000.0,0,7,3.0,26279529.0,3,series_a,2024-05-25,18000000.0,1.126027397260274,17.08430086709808,16.705882371415992,16.705882371415992,17.08430086709808,8.006700845440367,0.0,4.394449154672439,4.23410650459726,0.7542551666007272,1
Compound,2019-01-01,0,0,active,Finanzas,6,2.0,29.0,0.0,0,1,1.0,0,1,35000000.0,25000000.0,0,16,1.0,35000000.0,3,series_b,2022-01-27,25000000.0,3.452054794520548,17.370858648025116,17.034386422832473,17.034386422832473,17.370858648025116,3.4011973816621555,0.0,0.0,1.0986122886681098,1.4933657411813464,1
Dripos,2019-01-01,0,0,active,Software y Servicios B2B,6,32.0,3000.0,0.0,0,26,2.0,0,2,17395000.0,11000000.0,0,9,4.0,17395000.0,5,series_a,2024-04-24,11000000.0,1.210958904109589,16.671693424055963,16.213405921671733,16.213405921671733,16.671693424055963,8.006700845440367,0.0,0.0,3.4965075614664802,0.7934263146874573,1
PowerX,2019-01-01,0,0,active,Software y Servicios B2B,6,17.0,3000.0,153.0,0,7,1.0,0,1,8000000.0,4000000.0,0,9,2.0,8000000.0,3,seed,2023-05-01,4000000.0,2.194520547945205,15.894952224644102,15.201805169084134,15.201805169084134,15.894952224644102,8.006700845440367,5.0369526024136295,0.0,2.8903717578961645,1.1614370133279461,1
