nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion
Switchboard,2015-01-01,0,0,active,Software y Servicios B2B,10,10.0,779.0,1000.0,111,5,2.0,0,2,4325000.0,175000.0,0,10,2.0,4325000.0,5,seed,2021-12-17,175000.0,3.5643835616438357
AnnieCannons,2015-01-01,0,0,active,Software y Servicios B2B,10,64.0,2000.0,2900.0,0,2,2.0,2,0,120000.0,120000.0,0,1,1.0,120000.0,1,seed,2018-08-20,120000.0,6.8931506849315065
PredictLeads,2015-01-01,0,0,active,Software y Servicios B2B,10,42.0,1000.0,0.0,55,1,3.0,1,2,150000.0,150000.0,0,5,1.0,150000.0,2,seed,2019-08-19,150000.0,5.895890410958904
Bloomberg Second Measure,2015-01-01,0,0,active,Finanzas,10,14.0,3000.0,147.0,0,44,2.0,1,1,25400000.0,20000000.0,0,30,3.0,25400000.0,3,series_a,2019-02-11,20000000.0,6.413698630136986
PhysioHealth,2015-01-01,0,0,active,Salud,10,2.0,71.0,0.0,0,1,2.0,2,0,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2016-03-22,120000.0,9.306849315068494
Shelf Engine,2015-01-01,1,0,active,Software y Servicios B2B,10,23.0,5000.0,306.0,755,28,2.0,0,2,58220000.0,41000000.0,0,15,4.0,58220000.0,6,series_b,2021-03-18,41000000.0,4.315068493150685
PaveAI,2015-01-01,0,0,active,Software y Servicios B2B,10,2.0,305.0,745.0,0,0,1.0,0,1,620000.0,500000.0,0,3,1.0,620000.0,2,seed,2016-09-01,500000.0,8.860273972602739
Intact Therapeutics,2015-01-01,0,2,active,Salud,10,5.0,285.0,0.0,0,4,2.0,0,2,400000.0,250000.0,0,5,2.0,644999.0,4,series_a,2021-11-17,250000.0,3.6465753424657534
StrongIntro,2015-01-01,0,0,active,No Especificado,10,2.0,17.0,62.0,18,0,2.0,0,2,120000.0,120000.0,0,2,1.0,120000.0,1,seed,2016-03-22,120000.0,9.306849315068494
Chillabit,2015-01-01,0,0,active,No Especificado,10,2.0,36.0,6300.0,0,0,4.0,2,2,1000000.0,1000000.0,0,2,2.0,1000000.0,1,seed,2016-03-19,1000000.0,9.315068493150685
Cambridge Mask Co,2015-01-01,0,0,active,No Especificado,10,10.0,2000.0,13000.0,0,1,1.0,0,1,1550000.0,350000.0,0,3,1.0,1570000.0,5,seed,2018-09-01,350000.0,6.86027397260274
Unnyhog,2015-01-01,0,0,active,No Especificado,10,1.0,156.0,875.0,0,2,3.0,1,2,120000.0,120000.0,0,3,1.0,120000.0,2,pre_seed,2016-03-22,120000.0,9.306849315068494
Bot Orange,2015-01-01,0,0,active,Software y Servicios B2B,10,10.0,68.0,0.0,0,0,2.0,0,2,150000.0,150000.0,0,3,1.0,150000.0,1,seed,2019-03-18,150000.0,6.317808219178082
Monthli,2015-01-01,0,0,active,Bienes Raíces y Construcción,10,2.0,19.0,0.0,0,0,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2016-03-22,120000.0,9.306849315068494
Supr Daily,2015-01-01,0,0,active,Consumo,10,610.0,27000.0,0.0,0,23,3.0,0,3,1941993.0,1470230.0,0,22,1.0,1941993.0,5,seed,2017-05-30,1470230.0,8.117808219178082
Appcanary,2015-01-01,0,0,active,Software y Servicios B2B,10,2.0,13.0,0.0,160,1,2.0,0,2,120000.0,120000.0,0,2,1.0,120000.0,1,seed,2015-08-18,120000.0,9.901369863013699
X-ZELL,2014-12-01,0,4,active,Salud,10,20.0,1000.0,0.0,188,92,1.0,0,1,5560000.0,4000000.0,0,13,4.0,5560000.0,4,seed,2018-05-01,4000000.0,7.197260273972603
Nexu,2014-11-01,0,0,active,Finanzas,10,190.0,6000.0,8500.0,0,1,3.0,0,3,73000000.0,20000000.0,0,21,1.0,73000000.0,7,series_b,2023-10-17,20000000.0,1.7315068493150685
TetraScience,2014-10-21,1,1,active,Software y Servicios B2B,10,150.0,44000.0,0.0,975,42,3.0,1,2,99120000.0,80000000.0,0,16,5.0,99145000.0,9,series_b,2021-04-15,80000000.0,4.238356164383561
Meter Feeder,2014-10-13,1,2,active,Bienes Raíces y Construcción,10,11.0,525.0,380.0,817,14,2.0,0,2,3856000.0,2600000.0,0,18,3.0,4106000.0,9,seed,2022-04-19,2600000.0,3.2273972602739724
PAKIBLE,2014-10-01,0,0,active,Industria,10,2.0,545.0,0.0,0,5,2.0,0,2,1620000.0,1500000.0,0,10,1.0,1620000.0,2,seed,2016-01-01,1500000.0,9.528767123287672
Boom Supersonic,2014-09-01,6,14,active,Industria,10,301.0,217000.0,77000.0,0,218,3.0,0,3,347496024.0,100000000.0,1,52,7.0,407496024.0,16,series_a,2024-12-16,100000000.0,0.5643835616438356
Mashgin,2014-09-01,0,0,active,Software y Servicios B2B,10,110.0,6000.0,174.0,548,54,2.0,0,2,73620000.0,62500000.0,0,17,4.0,73695000.0,5,series_b,2022-05-09,62500000.0,3.1726027397260275
Bodyport,2014-09-01,0,0,active,Salud,10,20.0,2000.0,60.0,238,18,2.0,1,1,15820000.0,11200000.0,0,9,1.0,15820000.0,4,series_a,2020-08-11,11200000.0,4.9150684931506845
Gemnote,2014-09-01,0,0,active,Software y Servicios B2B,10,23.0,4000.0,689.0,0,1,2.0,2,0,120000.0,120000.0,0,1,1.0,120000.0,1,seed,2015-08-18,120000.0,9.901369863013699
Docbot,2014-08-01,0,9,active,Software y Servicios B2B,10,4.0,861.0,2.0,45,11,4.0,0,4,4000000.0,4000000.0,0,13,3.0,4225000.0,6,series_a,2021-05-24,4000000.0,4.131506849315069
UpKeep,2014-06-22,7,0,active,Finanzas,11,165.0,29000.0,15000.0,0,50,1.0,0,1,48820000.0,36000000.0,0,16,3.0,48820000.0,4,series_b,2020-05-12,36000000.0,5.164383561643835
Termii,2014-04-18,0,0,active,Software y Servicios B2B,11,59.0,10000.0,2400.0,0,30,3.0,1,2,5237300.0,3650000.0,0,36,6.0,5237300.0,5,seed,2023-06-09,3650000.0,2.0876712328767124
Prolific,2014-04-10,0,0,active,Software y Servicios B2B,11,556.0,20000.0,0.0,0,27,3.0,1,2,33535001.0,25000000.0,0,6,4.0,33535001.0,2,series_a,2023-07-11,25000000.0,2.0
Castle,2014-04-01,0,0,active,Bienes Raíces y Construcción,11,15.0,240.0,0.0,0,177,3.0,0,3,11820000.0,9200000.0,0,13,1.0,12472000.0,6,series_a,2019-02-08,9200000.0,6.421917808219178
Impraise,2014-03-08,0,0,active,Software y Servicios B2B,11,5.0,5000.0,1900.0,0,13,4.0,0,4,12297013.0,10600000.0,0,7,2.0,12297013.0,3,series_a,2018-07-25,10600000.0,6.964383561643835
Clara Labs,2014-02-19,0,0,active,Software y Servicios B2B,11,27.0,2000.0,1600.0,0,10,2.0,0,2,9920000.0,7000000.0,0,15,4.0,11420000.0,4,series_a,2017-07-19,7000000.0,7.980821917808219
Instabug,2014-02-01,0,0,active,Software y Servicios B2B,11,301.0,98000.0,59000.0,0,55,2.0,0,2,53120000.0,46000000.0,0,16,3.0,53120000.0,6,series_b,2022-05-17,46000000.0,3.1506849315068495
Perlara,2014-02-01,3,3,active,Salud,11,1.0,94.0,534.0,0,6,2.0,0,2,11763002.0,4143002.0,0,5,1.0,11763002.0,6,series_a,2017-08-18,4143002.0,7.898630136986301
AdvantageClub.ai,2014-01-01,0,0,active,Software y Servicios B2B,11,287.0,94000.0,0.0,301,21,2.0,0,2,10692813.0,4000000.0,0,32,5.0,10692813.0,6,seed,2024-12-02,4000000.0,0.6027397260273972
Universe,2014-01-01,0,0,active,Software y Servicios B2B,11,138.0,3000.0,31000.0,0,5,1.0,0,1,47320000.0,30000000.0,0,21,6.0,47320000.0,6,series_b,2021-12-06,30000000.0,3.5945205479452054
Plate IQ,2014-01-01,1,0,active,Finanzas,11,254.0,12000.0,0.0,0,26,2.0,0,2,164500000.0,160000000.0,0,9,2.0,164500000.0,3,series_b,2021-11-04,160000000.0,3.682191780821918
ReadMe,2014-01-01,1,0,active,Software y Servicios B2B,11,78.0,4000.0,448.0,0,10,2.0,0,2,10120000.0,9000000.0,0,10,1.0,10120000.0,6,series_a,2019-08-28,9000000.0,5.8712328767123285
TrueClaim,2014-01-01,0,0,active,Finanzas,11,9.0,1000.0,0.0,0,3,2.0,1,1,2100000.0,2100000.0,0,8,1.0,2100000.0,1,pre_seed,2024-02-27,2100000.0,1.367123287671233
Reach,2014-01-01,2,28,active,Software y Servicios B2B,11,41.0,3000.0,0.0,53,4,1.0,0,1,39120000.0,30000000.0,0,9,2.0,39120000.0,3,series_b,2022-12-02,30000000.0,2.6054794520547944
Garten,2014-01-01,3,0,active,Software y Servicios B2B,11,167.0,6000.0,2500.0,0,2,1.0,0,1,70000000.0,50000000.0,0,17,1.0,70000000.0,3,series_a,2019-05-01,50000000.0,6.197260273972603
iMicrobes,2014-01-01,0,10,active,Salud,11,21.0,3000.0,0.0,569,19,3.0,1,2,10120000.0,10000000.0,0,14,3.0,10299999.0,5,seed,2024-11-19,10000000.0,0.6383561643835617
Pachyderm,2014-01-01,4,0,active,Software y Servicios B2B,11,8.0,6000.0,10.0,2434,11,2.0,0,2,28120000.0,16000000.0,0,15,2.0,28120000.0,4,series_b,2020-08-19,16000000.0,4.8931506849315065
SimpleCitizen,2014-01-01,0,0,active,Software y Servicios B2B,11,32.0,2000.0,9900.0,0,9,3.0,1,2,6500000.0,5800000.0,0,13,3.0,6500000.0,5,seed,2019-11-14,5800000.0,5.657534246575342
Porter,2014-01-01,0,0,active,Software y Servicios B2B,11,33.0,3000.0,0.0,0,0,3.0,0,3,1475000.0,1350000.0,0,3,1.0,1475000.0,3,seed,2021-07-30,1350000.0,3.947945205479452
Entocycle,2014-01-01,0,3,active,Salud,11,35.0,9000.0,0.0,0,35,1.0,0,1,14500000.0,5000000.0,0,18,1.0,16020000.0,6,series_a,2023-01-23,5000000.0,2.463013698630137
AgendaPro,2014-01-01,0,0,active,Software y Servicios B2B,11,123.0,6000.0,62000.0,0,4,4.0,0,4,6475000.0,3700000.0,0,11,3.0,7825000.0,9,series_a,2022-01-18,3700000.0,3.4767123287671233
Kenota Health,2014-01-01,1,5,active,Salud,11,20.0,3000.0,0.0,398,11,2.0,0,2,9000000.0,9000000.0,0,14,1.0,9053491.0,6,series_a,2020-12-07,9000000.0,4.5917808219178085
Pathmind,2014-01-01,2,0,active,Industria,11,2.0,999.0,231.0,0,38,1.0,0,1,14820000.0,11500000.0,0,22,3.0,17820000.0,5,series_a,2019-03-20,11500000.0,6.3123287671232875
Koko,2014-01-01,0,0,active,Software y Servicios B2B,11,30.0,2000.0,9100.0,0,13,3.0,0,3,3000000.0,500000.0,0,4,3.0,3000000.0,3,pre_seed,2022-03-29,500000.0,3.2849315068493152
Bus.com,2014-01-01,0,0,active,Software y Servicios B2B,11,102.0,5000.0,2500.0,683,9,2.0,0,2,20980662.0,19600000.0,0,13,5.0,20980662.0,5,series_b,2019-06-27,19600000.0,6.041095890410959
Tenjin,2014-01-01,0,0,active,Software y Servicios B2B,11,36.0,5000.0,1100.0,583,22,2.0,0,2,2500000.0,2500000.0,0,6,2.0,2500000.0,2,seed,2016-06-02,2500000.0,9.10958904109589
Skymind,2014-01-01,0,0,active,Software y Servicios B2B,11,15.0,3000.0,0.0,0,0,2.0,0,2,14500000.0,11500000.0,0,14,1.0,14500000.0,3,series_a,2019-03-21,11500000.0,6.30958904109589
LiftIgniter,2014-01-01,0,0,active,Software y Servicios B2B,11,3.0,597.0,3500.0,295,4,2.0,0,2,8370000.0,6400000.0,0,18,1.0,8370000.0,4,series_a,2017-08-17,6400000.0,7.901369863013699
MineralSoft,2014-01-01,1,0,active,Software y Servicios B2B,11,1.0,991.0,0.0,129,6,2.0,0,2,9157313.0,4000000.0,0,7,2.0,9157313.0,4,series_a,2018-02-07,4000000.0,7.424657534246576
ExceptionALLY,2014-01-01,0,0,active,Educación,11,10.0,135.0,0.0,468,1,3.0,1,2,120000.0,120000.0,0,2,1.0,120000.0,2,seed,2018-08-20,120000.0,6.8931506849315065
Paribus,2014-01-01,0,0,active,Software y Servicios B2B,11,6.0,996.0,188000.0,4,28,2.0,0,2,2220000.0,2100000.0,0,12,1.0,2220000.0,2,seed,2015-10-07,2100000.0,9.764383561643836
Paid,2014-01-01,0,0,active,Finanzas,11,4.0,68.0,0.0,9,12,2.0,0,2,2920000.0,1400000.0,0,4,1.0,2920000.0,3,seed,2015-10-30,1400000.0,9.7013698630137
STYLEBEE,2014-01-01,0,0,active,Consumo,11,17.0,163.0,0.0,353,1,1.0,1,0,120000.0,120000.0,0,3,1.0,120000.0,1,pre_seed,2015-08-18,120000.0,9.901369863013699
Lynks,2014-01-01,0,0,active,Consumo,11,36.0,2000.0,219.0,0,1,2.0,0,2,240000.0,120000.0,0,3,1.0,240000.0,2,pre_seed,2017-03-02,120000.0,8.361643835616439
LendEDU,2014-01-01,1,0,active,Bienes Raíces y Construcción,11,23.0,5000.0,904.0,0,37,2.0,0,2,140000.0,120000.0,0,2,1.0,140000.0,2,seed,2016-03-22,120000.0,9.306849315068494
Suiteness,2014-01-01,1,0,active,No Especificado,11,9.0,931.0,16000.0,0,14,3.0,0,3,6000000.0,5000000.0,0,21,3.0,6000000.0,3,series_a,2016-12-14,5000000.0,8.575342465753424
Placenote,2014-01-01,0,0,active,Software y Servicios B2B,11,2.0,2000.0,2000.0,0,9,3.0,0,3,1500000.0,1000000.0,0,8,1.0,1522211.0,5,seed,2015-03-25,1000000.0,10.301369863013699
Lully,2014-01-01,1,0,active,Salud,11,10.0,253.0,11000.0,379,4,2.0,0,2,2100000.0,2100000.0,0,3,1.0,2100000.0,3,seed,2015-06-01,2100000.0,10.115068493150686
Parenthoods,2014-01-01,0,0,active,Software y Servicios B2B,11,2.0,60.0,757.0,273,6,2.0,2,0,1320000.0,1320000.0,0,11,1.0,1320000.0,1,seed,2014-11-06,1320000.0,10.682191780821919
