nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion
GoBuild (fka Brick),2019-01-01,0,0,active,Finanzas,6,2.0,424.0,0.0,0,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,2,pre_seed,2021-03-22,125000.0,4.304109589041096
Shef,2019-01-01,4,0,active,Consumo,6,377.0,7000.0,20000.0,0,8,2.0,0,2,102300000.0,73500000.0,0,36,3.0,109300000.0,5,series_b,2023-03-01,73500000.0,2.361643835616438
Zeit Medical,2019-01-01,0,1,active,Salud,6,6.0,1000.0,358.0,95,2,2.0,0,2,2125000.0,2000000.0,0,11,3.0,2125000.0,2,seed,2021-10-29,2000000.0,3.6986301369863015
Million Marker,2019-01-01,0,0,active,Salud,6,18.0,871.0,0.0,0,3,2.0,2,0,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
NextPay,2019-01-01,0,0,active,Finanzas,6,33.0,3000.0,0.0,0,1,2.0,0,2,80000000.0,80000000.0,0,19,3.0,80000000.0,2,seed,2021-07-28,80000000.0,3.9534246575342467
SubscriptionFlow,2019-01-01,0,0,active,Software y Servicios B2B,6,31.0,2000.0,88.0,173,2,1.0,0,1,500000.0,500000.0,0,1,1.0,500000.0,1,pre_seed,2022-03-22,500000.0,3.304109589041096
Alude,2019-01-01,0,0,active,Bienes Raíces y Construcción,6,31.0,8000.0,0.0,0,1,3.0,0,3,3450000.0,3300000.0,0,12,4.0,3450000.0,2,seed,2020-09-30,3300000.0,4.778082191780822
ContaLink,2019-01-01,0,0,active,Finanzas,6,57.0,4000.0,15000.0,159,1,1.0,0,1,2700000.0,2200000.0,0,9,2.0,2700000.0,3,seed,2022-03-15,2200000.0,3.3232876712328765
Artifact_2,2019-01-01,1,0,active,No Especificado,6,14.0,698.0,15000.0,473,0,3.0,0,3,5125000.0,5000000.0,0,9,2.0,5125000.0,3,seed,2022-12-15,5000000.0,2.56986301369863
Mable (Neurolytic Healthcare),2019-01-01,0,0,active,Salud,6,2.0,904.0,89.0,0,0,2.0,1,1,3250000.0,3200000.0,0,8,1.0,3250000.0,4,seed,2022-07-27,3200000.0,2.956164383561644
Able Jobs,2019-01-01,0,0,active,Educación,6,67.0,54000.0,0.0,0,8,3.0,0,3,2300000.0,500000.0,0,6,2.0,2300000.0,3,seed,2022-11-17,500000.0,2.6465753424657534
Prospa,2019-01-01,0,0,active,Finanzas,6,57.0,10000.0,5300.0,0,1,3.0,1,2,3925000.0,3800000.0,0,14,1.0,3925000.0,3,pre_seed,2021-09-08,3800000.0,3.8383561643835615
Nestybox,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,193.0,0.0,100,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123
Pylons,2019-01-01,0,0,active,Software y Servicios B2B,6,4.0,862.0,0.0,0,2,1.0,0,1,3200000.0,3200000.0,0,6,1.0,3200000.0,1,seed,2023-07-11,3200000.0,2.0
taxProper,2019-01-01,0,0,active,Finanzas,6,5.0,220.0,197.0,0,4,2.0,0,2,2150000.0,2000000.0,0,4,2.0,2150000.0,2,seed,2020-06-06,2000000.0,5.095890410958904
Slapdash,2019-01-01,0,0,active,Software y Servicios B2B,6,7.0,217.0,0.0,538,2,3.0,0,3,3700000.0,3700000.0,0,8,1.0,3700000.0,2,seed,2021-03-18,3700000.0,4.315068493150685
Nomad Rides,2019-01-01,0,0,active,Software y Servicios B2B,6,4.0,1000.0,227.0,147,1,3.0,0,3,3500000.0,1800000.0,0,2,1.0,3500000.0,2,seed,2022-08-15,1800000.0,2.904109589041096
Farm Theory,2019-01-01,0,0,active,No Especificado,6,26.0,3000.0,0.0,0,3,2.0,1,1,1596752.0,120000000.0,0,3,1.0,1596752.0,2,seed,2024-02-27,120000000.0,1.367123287671233
Encuadrado,2019-01-01,0,0,active,Finanzas,6,107.0,9000.0,1400.0,87,4,2.0,0,2,1625000.0,1500000.0,0,4,1.0,1625000.0,2,seed,2021-11-02,1500000.0,3.6876712328767125
Kitchenful,2019-01-01,1,0,active,Consumo,6,9.0,619.0,265.0,0,1,2.0,0,2,2025000.0,1900000.0,0,9,4.0,2025000.0,2,seed,2021-10-21,1900000.0,3.7205479452054795
Hoss,2019-01-01,0,0,active,Software y Servicios B2B,6,6.0,335.0,0.0,130,2,3.0,0,3,1600000.0,1600000.0,0,9,1.0,1600000.0,1,seed,2020-06-18,1600000.0,5.063013698630137
Rinsed,2019-01-01,0,0,active,Software y Servicios B2B,6,108.0,12000.0,0.0,0,0,3.0,0,3,35000000.0,20000000.0,0,5,3.0,35000000.0,3,series_b,2023-04-25,20000000.0,2.210958904109589
Preclusio,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,61.0,0.0,36,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Omni,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,211.0,0.0,0,0,3.0,0,3,1175000.0,1175000.0,0,9,2.0,1175000.0,1,seed,2020-08-24,1175000.0,4.879452054794521
Adyn,2019-01-01,0,0,active,Salud,6,9.0,2000.0,260.0,484,7,1.0,1,0,2625000.0,2500000.0,0,12,3.0,2625000.0,2,seed,2021-04-19,2500000.0,4.227397260273973
Cuboh,2019-01-01,1,0,active,Software y Servicios B2B,6,14.0,2000.0,223.0,275,29,2.0,0,2,1394774.0,40000.0,0,8,2.0,1428711.0,4,seed,2021-03-01,40000.0,4.361643835616438
Revolve Surgical,2019-01-01,0,5,active,Software y Servicios B2B,6,8.0,1000.0,0.0,0,7,3.0,0,3,125000.0,125000.0,0,4,1.0,125000.0,3,pre_seed,2021-08-31,125000.0,3.8602739726027395
Nara,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,659.0,0.0,150,2,3.0,1,2,500000.0,500000.0,0,6,1.0,500000.0,1,pre_seed,2022-03-22,500000.0,3.304109589041096
Orderli,2019-01-01,0,0,active,Software y Servicios B2B,6,8.0,1000.0,151.0,34,2,3.0,0,3,1063793.0,875000.0,0,4,1.0,1063793.0,3,seed,2023-02-06,875000.0,2.4246575342465753
HireSure,2019-01-01,0,0,active,Software y Servicios B2B,6,33.0,11000.0,0.0,0,3,5.0,0,5,3001780.0,207000000.0,0,6,2.0,3001780.0,2,seed,2023-02-15,207000000.0,2.4
Sytex,2019-01-01,0,0,active,Software y Servicios B2B,6,26.0,3000.0,286.0,76,0,4.0,0,4,1100000.0,1100000.0,0,1,1.0,1100000.0,1,pre_seed,2022-08-22,1100000.0,2.884931506849315
StowNest Storage,2019-01-01,0,0,active,Bienes Raíces y Construcción,6,64.0,2000.0,1700.0,176,0,4.0,0,4,630000.0,505000.0,0,6,1.0,630000.0,2,seed,2021-12-01,505000.0,3.6082191780821917
Refinery,2019-01-01,0,0,active,Software y Servicios B2B,6,7.0,130.0,0.0,66,5,2.0,0,2,1650000.0,1500000.0,0,1,1.0,1650000.0,2,seed,2019-09-01,1500000.0,5.86027397260274
PeopleCQ,2019-01-01,0,0,active,Software y Servicios B2B,6,5.0,233.0,31.0,0,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-03-23,125000.0,4.301369863013699
Vori,2019-01-01,2,0,active,Software y Servicios B2B,6,31.0,4000.0,0.0,160,17,3.0,0,3,10150000.0,10000000.0,0,8,2.0,10150000.0,3,series_a,2022-08-03,10000000.0,2.936986301369863
Hey Healthcare,2019-01-01,0,0,active,Finanzas,6,1.0,140.0,0.0,40,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Hermes Robotics,2019-01-01,0,0,active,Software y Servicios B2B,6,3.0,643.0,0.0,89,3,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,2,pre_seed,2021-04-08,125000.0,4.257534246575342
Release,2019-01-01,0,0,active,Software y Servicios B2B,6,18.0,2000.0,0.0,143,11,3.0,0,3,22850000.0,20000000.0,0,13,2.0,22850000.0,3,series_a,2021-10-05,20000000.0,3.7643835616438355
Platypus,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,691.0,0.0,0,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-03-23,125000.0,4.301369863013699
Sendo,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,30.0,0.0,0,0,1.0,0,1,500000.0,500000.0,0,1,1.0,500000.0,1,pre_seed,2022-03-29,500000.0,3.2849315068493152
Kern Systems,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,119.0,0.0,0,3,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Once App,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,698.0,28.0,225,0,2.0,0,2,1125000.0,1000000.0,0,4,1.0,1125000.0,2,seed,2020-11-20,1000000.0,4.638356164383562
GreenTiger,2019-01-01,0,0,active,Finanzas,6,2.0,99.0,524.0,33,0,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904
Jamiphy,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,332.0,543000.0,20,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2020-03-16,150000.0,5.32054794520548
Endla,2019-01-01,0,0,active,Software y Servicios B2B,6,10.0,888.0,0.0,5,0,2.0,0,2,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-08-31,125000.0,3.8602739726027395
Sidekick,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,195.0,0.0,0,0,4.0,0,4,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-06-09,150000.0,5.087671232876712
Mudafy,2019-01-01,0,0,active,Bienes Raíces y Construcción,6,215.0,19000.0,6500.0,751,3,2.0,0,2,13375000.0,10000000.0,0,8,2.0,13375000.0,3,series_a,2022-08-02,10000000.0,2.9397260273972603
Levo,2019-01-01,0,0,active,Finanzas,6,2.0,441.0,0.0,0,0,2.0,0,2,125000.0,125000.0,0,4,1.0,125000.0,3,pre_seed,2021-08-31,125000.0,3.8602739726027395
Ladder,2019-01-01,0,0,active,No Especificado,6,6.0,3000.0,136.0,7,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123
Clew,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,129.0,0.0,485,7,2.0,0,2,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123
Rume,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,65.0,0.0,104,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123
Dockup,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,85.0,0.0,19,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082
Heru,2019-01-01,0,0,active,Software y Servicios B2B,6,44.0,8000.0,11000.0,338,11,2.0,0,2,7700000.0,6000000.0,0,13,2.0,7700000.0,4,seed,2022-09-19,6000000.0,2.808219178082192
Life Sciences Key Technologies,2019-01-01,0,0,active,Salud,6,2.0,551.0,0.0,111,7,2.0,2,0,199703.0,125000.0,0,4,2.0,199703.0,2,seed,2020-08-25,125000.0,4.876712328767123
Nonu Care,2019-01-01,0,0,active,Salud,6,14.0,199.0,46000.0,0,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Castodia,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,180.0,107.0,52,0,2.0,1,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548
Playmaker,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,152.0,0.0,0,1,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,pre_seed,2021-03-22,125000.0,4.304109589041096
Gold Fig Labs,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,84.0,20.0,138,0,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Chutney,2019-01-01,0,0,active,Consumo,6,4.0,609.0,131.0,0,0,2.0,1,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548
Metacode,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,108.0,0.0,0,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904
Plunzo,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,234.0,0.0,0,1,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2020-08-24,150000.0,4.879452054794521
Dashblock,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,257.0,138.0,116,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904
OpenUnit,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,299.0,0.0,0,4,2.0,1,1,1150000.0,1000000.0,0,5,1.0,1150000.0,2,seed,2021-05-20,1000000.0,4.142465753424657
Bikry,2019-01-01,0,0,active,Finanzas,6,13.0,2000.0,2800.0,39,3,2.0,0,2,1450000.0,1300000.0,0,4,1.0,1450000.0,2,seed,2021-07-12,1300000.0,3.9972602739726026
Keynua,2019-01-01,0,0,active,Software y Servicios B2B,6,14.0,3000.0,278.0,107,1,4.0,1,3,1350000.0,1200000.0,0,4,2.0,1350000.0,2,seed,2019-04-03,1200000.0,6.273972602739726
Middesk,2018-12-01,1,0,active,Finanzas,6,135.0,6000.0,127.0,638,14,2.0,0,2,77000000.0,57000000.0,0,6,4.0,77000000.0,3,series_b,2022-06-09,57000000.0,3.0876712328767124
Filadd,2018-12-01,0,0,active,Educación,6,223.0,10000.0,26000.0,447,0,1.0,0,1,460000.0,125000.0,0,3,1.0,460000.0,3,seed,2021-08-02,125000.0,3.9397260273972603
Freterium,2018-12-01,0,0,active,Software y Servicios B2B,6,21.0,15000.0,0.0,0,8,2.0,0,2,4455000.0,4000000.0,0,7,3.0,4455000.0,3,seed,2021-12-24,4000000.0,3.5452054794520547
Pachama,2018-11-01,2,0,active,Software y Servicios B2B,6,86.0,55000.0,0.0,0,22,2.0,0,2,88250000.0,9000000.0,0,57,7.0,88250000.0,8,series_b,2023-12-05,9000000.0,1.5972602739726027
Supernova.io,2018-11-01,1,0,active,Software y Servicios B2B,6,43.0,7000.0,0.0,0,14,5.0,1,4,16624694.0,4800000.0,0,12,4.0,16624694.0,6,seed,2022-11-16,4800000.0,2.649315068493151
Windwalk Games,2018-11-01,0,0,active,Software y Servicios B2B,6,29.0,6000.0,0.0,0,5,3.0,0,3,6080000.0,4500000.0,0,5,1.0,6080000.0,6,seed,2024-10-10,4500000.0,0.7479452054794521
RoboTire,2018-11-01,0,0,active,Industria,6,5.0,3000.0,0.0,304,32,2.0,0,2,10800000.0,10650000.0,0,11,3.0,10800000.0,6,series_a,2021-10-07,10650000.0,3.758904109589041
Arist,2018-10-20,1,0,active,Educación,6,63.0,10000.0,1700.0,0,6,4.0,1,3,16055000.0,12000000.0,0,14,5.0,16055000.0,5,series_a,2022-07-12,12000000.0,2.9972602739726026
Justo,2018-10-18,0,0,active,Consumo,6,217.0,30000.0,6300.0,0,6,2.0,0,2,2555000.0,2300000.0,0,4,1.0,2555000.0,4,seed,2020-12-10,2300000.0,4.583561643835616
AI Insurance,2018-10-01,4,0,active,Finanzas,6,18.0,1000.0,0.0,0,3,1.0,0,1,4950000.0,3800000.0,0,5,2.0,4950000.0,3,seed,2022-03-01,3800000.0,3.361643835616438
HyperTrader,2018-09-24,0,0,active,Finanzas,6,3.0,596.0,0.0,0,46,3.0,0,3,1550000.0,1425000.0,0,9,1.0,1550000.0,3,seed,2021-09-05,1425000.0,3.8465753424657536
Klir,2018-09-01,0,0,active,Software y Servicios B2B,6,79.0,3000.0,20.0,0,6,2.0,1,1,19622232.0,16000000.0,0,5,2.0,19622232.0,4,series_a,2021-11-18,16000000.0,3.643835616438356
Houm,2018-09-01,0,0,active,Bienes Raíces y Construcción,6,480.0,26000.0,0.0,0,7,3.0,0,3,44700000.0,35000000.0,0,18,3.0,44700000.0,4,series_a,2021-11-11,35000000.0,3.663013698630137
Akute Health,2018-08-30,0,0,active,Software y Servicios B2B,6,6.0,400.0,110.0,129,3,1.0,0,1,1457500.0,505000.0,0,8,2.0,1457500.0,4,seed,2023-01-06,505000.0,2.5095890410958903
Recurrency,2018-08-06,1,0,active,Software y Servicios B2B,6,52.0,3000.0,225.0,211,1,1.0,0,1,22125000.0,22000000.0,0,9,2.0,22125000.0,3,series_a,2023-02-01,22000000.0,2.4383561643835616
Fondeadora,2018-08-02,0,0,active,Finanzas,6,72.0,19000.0,139000.0,0,22,3.0,0,3,32150000.0,14000000.0,0,16,3.0,32150000.0,5,series_a,2021-03-15,14000000.0,4.323287671232877
Intersect Labs,2018-08-01,0,0,active,Software y Servicios B2B,6,2.0,376.0,549.0,0,1,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904
Stark Bank,2018-07-26,8,0,active,Finanzas,6,149.0,29000.0,914.0,176,21,1.0,0,1,59956555.0,45000000.0,0,20,6.0,59956555.0,5,series_b,2022-04-11,45000000.0,3.249315068493151
Okteto,2018-07-01,2,0,active,Software y Servicios B2B,7,17.0,2000.0,0.0,0,5,3.0,0,3,18081247.0,15000000.0,0,12,4.0,18081247.0,3,series_a,2022-01-27,15000000.0,3.452054794520548
Global Belly,2018-07-01,0,0,active,Consumo,7,2.0,138.0,15000.0,0,1,2.0,2,0,1050000.0,750000.0,0,9,2.0,1050000.0,4,seed,2020-04-01,750000.0,5.276712328767124
Tyltgo,2018-07-01,0,0,active,No Especificado,7,11.0,1000.0,538.0,0,3,2.0,0,2,1973068.0,2300000.0,0,5,3.0,1980242.0,4,seed,2021-03-29,2300000.0,4.284931506849315
Taiv,2018-06-01,0,0,active,Software y Servicios B2B,7,67.0,2000.0,148.0,46,17,3.0,0,3,8250000.0,7750000.0,0,21,4.0,11000000.0,11,series_a,2025-06-09,7750000.0,0.08493150684931507
Kinside,2018-06-01,0,0,active,Software y Servicios B2B,7,5.0,2000.0,92.0,194,9,4.0,2,2,16620000.0,12000000.0,0,15,4.0,16620000.0,6,series_a,2022-06-07,12000000.0,3.0931506849315067
Prodigal,2018-06-01,0,0,active,Finanzas,7,64.0,12000.0,130.0,302,32,3.0,0,3,12120000.0,12000000.0,0,7,2.0,12120000.0,2,series_a,2021-07-22,12000000.0,3.96986301369863
Ansa Biotechnologies,2018-05-01,0,8,active,Salud,7,80.0,9000.0,0.0,0,56,3.0,0,3,82200000.0,68000000.0,0,15,5.0,83419682.0,6,series_a,2022-04-11,68000000.0,3.249315068493151
spotLESS Materials,2018-05-01,0,6,active,Industria,7,7.0,645.0,715.0,117,15,2.0,1,1,900000.0,900000.0,0,3,1.0,2324417.0,5,seed,2021-12-23,900000.0,3.547945205479452
FLOWER CO,2018-05-01,0,0,active,Salud,7,175.0,6000.0,536.0,666,1,3.0,1,2,18950000.0,16000000.0,0,13,1.0,18950000.0,4,series_a,2021-12-21,16000000.0,3.5534246575342467
Jet Admin,2018-05-01,0,0,active,Software y Servicios B2B,7,8.0,598.0,234.0,457,1,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548
Arengu,2018-05-01,0,0,active,Software y Servicios B2B,7,1.0,1000.0,0.0,876,1,2.0,0,2,670925.0,125000.0,0,5,3.0,670925.0,3,seed,2021-08-22,125000.0,3.884931506849315
SPATE,2018-04-23,0,0,active,Software y Servicios B2B,7,24.0,6000.0,0.0,0,25,2.0,1,1,1800000.0,1800000.0,0,5,1.0,1800000.0,1,seed,2019-06-17,1800000.0,6.068493150684931
Career Karma,2018-04-01,0,0,active,Educación,7,78.0,18000.0,9700.0,0,33,3.0,0,3,51937500.0,40000000.0,0,63,3.0,51937500.0,4,series_b,2022-01-10,40000000.0,3.4986301369863013
Localyze,2018-04-01,0,0,active,Software y Servicios B2B,7,76.0,14000.0,414.0,350,3,3.0,3,0,48388052.0,35000000.0,0,22,6.0,48388052.0,6,series_b,2022-09-06,35000000.0,2.8438356164383563
Skill Lync,2018-04-01,0,0,active,Educación,7,1282.0,294000.0,131000.0,358,26,2.0,0,2,17650000.0,17500000.0,0,6,2.0,17650000.0,3,series_a,2021-08-03,17500000.0,3.936986301369863
Goodly,2018-04-01,0,0,active,Finanzas,7,1.0,1000.0,130.0,133,20,2.0,0,2,1420000.0,1300000.0,0,4,1.0,1420000.0,2,seed,2019-03-27,1300000.0,6.293150684931507
Culdesac,2018-04-01,3,0,active,Bienes Raíces y Construcción,7,43.0,12000.0,1800.0,52,11,2.0,0,2,40015000.0,30000000.0,0,12,1.0,40015000.0,4,series_a,2022-01-20,30000000.0,3.4712328767123286
Coinrule,2018-03-01,0,0,active,Finanzas,7,14.0,3000.0,1000.0,0,47,3.0,0,3,3125000.0,2100000.0,0,18,1.0,3125000.0,4,seed,2021-09-27,2100000.0,3.786301369863014
Mindset Health,2018-02-22,2,0,active,Salud,7,43.0,6000.0,0.0,452,9,2.0,0,2,19651000.0,12000000.0,0,22,3.0,19651000.0,4,series_a,2023-03-21,12000000.0,2.3068493150684932
Future Fields,2018-02-18,3,2,active,Salud,7,43.0,6000.0,0.0,928,20,3.0,1,2,13925407.0,15100000.0,0,16,5.0,18925407.0,7,series_a,2023-02-22,15100000.0,2.3808219178082193
Kunduz,2018-02-01,0,0,active,Educación,7,738.0,13000.0,11000.0,404,3,3.0,0,3,4600000.0,2600000.0,0,8,1.0,4600000.0,4,seed,2021-03-01,2600000.0,4.361643835616438
Delphia,2018-01-04,1,0,active,Finanzas,7,16.0,8000.0,1000.0,0,25,4.0,0,4,79480000.0,60000000.0,0,26,3.0,79480000.0,3,series_a,2022-06-08,60000000.0,3.0904109589041098
TRM Labs,2018-01-01,2,0,active,Finanzas,7,322.0,60000.0,1000.0,0,159,2.0,0,2,149900000.0,70000000.0,0,38,6.0,149900000.0,8,series_b,2022-11-09,70000000.0,2.6684931506849314
Mutiny,2018-01-01,0,0,active,Software y Servicios B2B,7,74.0,20000.0,37.0,0,14,2.0,1,1,71620000.0,50000000.0,0,21,6.0,71620000.0,4,series_b,2022-04-20,50000000.0,3.2246575342465755
Heart Aerospace,2018-01-01,6,4,active,No Especificado,7,131.0,65000.0,9100.0,0,135,2.0,1,1,144255928.0,107000000.0,0,16,7.0,147170078.0,6,series_b,2024-02-01,107000000.0,1.4383561643835616
Searchlight,2018-01-01,0,0,active,Software y Servicios B2B,7,9.0,3000.0,119.0,299,51,2.0,2,0,19500000.0,17000000.0,0,11,2.0,19500000.0,2,series_a,2021-12-20,17000000.0,3.5561643835616437
Nuvocargo,2018-01-01,5,0,active,Finanzas,7,86.0,11000.0,465.0,666,28,2.0,0,2,74390000.0,36500000.0,0,34,4.0,74390000.0,6,series_b,2023-06-23,36500000.0,2.0493150684931507
BrioHR,2018-01-01,0,0,active,Software y Servicios B2B,7,51.0,10000.0,1400.0,79,18,2.0,0,2,7800000.0,6500000.0,0,10,2.0,7800000.0,4,series_a,2025-05-14,6500000.0,0.15616438356164383
Mobot,2018-01-01,1,0,active,Software y Servicios B2B,7,51.0,2000.0,3.0,132,0,1.0,1,0,17750000.0,12500000.0,0,11,2.0,17750000.0,5,series_a,2022-08-15,12500000.0,2.904109589041096
Activeloop,2018-01-01,0,0,active,Educación,7,31.0,6000.0,626.0,0,33,3.0,0,3,19600000.0,11000000.0,0,20,4.0,19600000.0,7,series_a,2024-03-26,11000000.0,1.2904109589041095
Zeal,2018-01-01,0,0,active,Software y Servicios B2B,7,36.0,4000.0,0.0,322,0,2.0,1,1,30355972.0,15000000.0,0,14,2.0,30355972.0,4,series_b,2024-10-10,15000000.0,0.7479452054794521
BlueCargo,2018-01-01,0,0,active,Software y Servicios B2B,7,39.0,4000.0,0.0,0,6,3.0,2,1,14000000.0,11000000.0,0,18,2.0,14000000.0,3,seed,2023-02-23,11000000.0,2.378082191780822
RTHM,2018-01-01,0,0,active,Salud,7,25.0,1000.0,549.0,0,10,2.0,1,1,2500000.0,2000000.0,0,1,1.0,2500000.0,2,seed,2022-05-18,2000000.0,3.147945205479452
Howdy,2018-01-01,2,0,active,Software y Servicios B2B,7,370.0,16000.0,891.0,0,0,2.0,1,1,18000000.0,5000000.0,0,5,2.0,18000000.0,3,series_a,2023-01-10,5000000.0,2.4986301369863013
Honeylove,2018-01-01,14,5,active,Consumo,7,113.0,3000.0,156000.0,463,13,1.0,1,0,16000000.0,13000000.0,0,9,1.0,16000000.0,2,series_a,2019-09-13,13000000.0,5.8273972602739725
rct AI,2018-01-01,0,2,active,Software y Servicios B2B,7,41.0,2000.0,0.0,0,12,4.0,1,3,25728945.0,10000000.0,0,18,4.0,25728945.0,5,series_a,2021-11-02,10000000.0,3.6876712328767125
Wanderlog,2018-01-01,6,0,active,No Especificado,7,13.0,5000.0,1800.0,0,9,2.0,0,2,1650000.0,1500000.0,0,3,3.0,1650000.0,3,seed,2021-09-01,1500000.0,3.8575342465753426
