company_name;link_company;linkedin;linkedin_employees;linkedin_followers;facebook;facebook_followers;selected
Sudden Coffee;https://www.crunchbase.com/organization/sudden-coffee;https://www.linkedin.com/company/sudden-coffee;2;396;https://www.facebook.com/suddencoffee/;5800;1
ZiffyHomes;https://www.crunchbase.com/organization/ziffy-homes;https://www.linkedin.com/company/ziffyhomes;20;2000;https://www.facebook.com/ziffyhomes;9000;1
Jopwell;https://www.crunchbase.com/organization/jopwell;https://www.linkedin.com/company/jopwell;71;18000;https://www.facebook.com/Jopwell;17000;1
Token Transit;https://www.crunchbase.com/organization/token-transit;https://www.linkedin.com/company/tokentransit/;11;907;https://www.facebook.com/tokentransit/;760;1
OneChronos;https://www.crunchbase.com/organization/one-chronos;https://www.linkedin.com/company/onechronos/;40;2000;;0;1
Focal Systems;https://www.crunchbase.com/organization/focal-systems;https://www.linkedin.com/company/focal-systems-inc.;131;13000;;0;1
PartnerStack;https://www.crunchbase.com/organization/partnerstack;https://www.linkedin.com/company/partnerstack;321;14000;https://www.facebook.com/PartnerStack-576964792737529;1100;1
Landed_2;https://www.crunchbase.com/organization/landed;https://www.linkedin.com/company/landed-inc/;11;3000;https://www.facebook.com/landedinc/;2200;1
zeroheight;https://www.crunchbase.com/organization/zeroheight;https://www.linkedin.com/company/zero-height;57;11000;https://www.facebook.com/zeroheight/;260;1
Contraline;https://www.crunchbase.com/organization/contraline;https://www.linkedin.com/company/contraline-llc;23;3000;https://www.facebook.com/contralinellc;0;1
Auro Robotics;https://www.crunchbase.com/organization/auro-robotics;https://www.linkedin.com/company/auro-robotics;13;2000;https://www.facebook.com/AuroAi/;1800;1
Netomi;https://www.crunchbase.com/organization/netomi;https://www.linkedin.com/company/netomi/;220;31000;https://www.facebook.com/officialnetomi;279;1
Voodoo Manufacturing;https://www.crunchbase.com/organization/voodoo-manufacturing;https://www.linkedin.com/company-beta/6473428;0;0;https://www.facebook.com/vdmfg/;2300;0
Deako;https://www.crunchbase.com/organization/deako;https://www.linkedin.com/company/deako;64;4000;https://www.facebook.com/deakolights/;3700;1
AirX;https://www.crunchbase.com/organization/airx;https://www.linkedin.com/company/airx-inc;10;161;https://www.facebook.com/airx.inc20150223/;733;1
Sandbox Banking;https://www.crunchbase.com/organization/sandbox-banking;https://www.linkedin.com/company/sandboxbanking;40;7000;;0;1
Junction_2;https://www.crunchbase.com/organization/junction;;0;0;https://www.facebook.com/junctiondash;0;0
Aerones;https://www.crunchbase.com/organization/aerones;https://www.linkedin.com/company/aerones/;396;26000;https://www.facebook.com/aeronescom/;6900;1
Replika;https://www.crunchbase.com/organization/io;https://www.linkedin.com/company/luka-inc;40;2000;https://www.facebook.com/myownreplika;55000;1
Paystack;https://www.crunchbase.com/organization/paystack;https://www.linkedin.com/company/paystack;266;137000;https://www.facebook.com/PaystackHQ;13000;1
Akido Labs;https://www.crunchbase.com/organization/akido-labs;https://www.linkedin.com/company/9335675;80;3000;;0;1
Deepgram;https://www.crunchbase.com/organization/deepgram;https://www.linkedin.com/company/deepgram;186;24000;https://www.facebook.com/deepgram;588;1
Eden;https://www.crunchbase.com/organization/eden;https://www.linkedin.com/company/edenworkplace/;90;4000;https://www.facebook.com/edenworkplace/;1600;1
Thunkable;https://www.crunchbase.com/organization/thunkable;https://www.linkedin.com/company/thunkable;41;6000;https://www.facebook.com/thunkable;6100;1
Inito;https://www.crunchbase.com/organization/inito;https://www.linkedin.com/company/10073351/;200;36000;https://www.facebook.com/InitoFertilityUSA/;0;1
iSono Health;https://www.crunchbase.com/organization/isono-health;https://www.linkedin.com/company/6453013?trk=prof-exp-company-name;25;3000;https://www.facebook.com/isonohealth/?fref=ts;596;1
Enso;https://www.crunchbase.com/organization/enso-org;https://www.linkedin.com/company/enso-org;25;2000;;0;1
GetAccept;https://www.crunchbase.com/organization/getaccept;https://www.linkedin.com/company/getaccept;170;15000;https://www.facebook.com/GetAccept;2500;1
Revl;https://www.crunchbase.com/organization/revl;https://www.linkedin.com/company/revl-inc-;23;1000;https://www.facebook.com/RevlExperiences/;21000;1
Playment;https://www.crunchbase.com/organization/playment;https://www.linkedin.com/company/6611939;1000;374000;https://www.facebook.com/playmentHQ;0;1
Validere;https://www.crunchbase.com/organization/validere-technologies;https://www.linkedin.com/company/validere/;60;8000;https://www.facebook.com/valideretechnologies;17;1
Beek;https://www.crunchbase.com/organization/beek-2;https://www.linkedin.com/company/beek-io;16;7000;https://www.facebook.com/beek_io;0;1
Pocket Worlds;https://www.crunchbase.com/organization/pocket-worlds;https://www.linkedin.com/company/pocketworlds;114;7000;;0;1
Triplebyte;https://www.crunchbase.com/organization/triplebyte;https://www.linkedin.com/company/triplebyte;9;8000;https://www.facebook.com/triplebyte;22000;1
Vetcove;https://www.crunchbase.com/organization/vetcove-2;https://www.linkedin.com/company/vetcove;250;16000;https://www.facebook.com/vetcove;3600;1
Prenda;https://www.crunchbase.com/organization/prenda;https://www.linkedin.com/company/prenda/;261;8000;https://www.facebook.com/prendalearn;7600;1
Reliance Health;https://www.crunchbase.com/organization/reliancehealth;https://www.linkedin.com/company/reliance-health-global/;668;114000;https://www.facebook.com/reliancehmo;0;1
TransAstra;https://www.crunchbase.com/organization/transastra;https://www.linkedin.com/company/trans-astronautica-corporation;34;11000;;0;1
KidPass;https://www.crunchbase.com/organization/kidpass;https://www.linkedin.com/company/kidpass/;10;2000;http://facebook.com/kidpass;37000;1
Breathe Well-being;https://www.crunchbase.com/organization/breathe-well-being;https://www.linkedin.com/company/breathe-well-being;212;45000;https://www.facebook.com/breathewellbeing;41000;1
AON3D;https://www.crunchbase.com/organization/aon3d;https://www.linkedin.com/company/aon3d/;77;5000;https://www.facebook.com/aon3dinc;670;1
Vinebox;https://www.crunchbase.com/organization/vinebox;https://www.linkedin.com/company/vinebox;4;2000;https://www.facebook.com/getVINEBOX;37000;1
Zenysis;https://www.crunchbase.com/organization/zenysis;https://www.linkedin.com/company/zenysis-technologies;42;4000;;0;1
Cityfurnish;https://www.crunchbase.com/organization/cityfurnish;https://www.linkedin.com/company/cityfurnish?trk=biz-companies-cym;195;26000;https://www.facebook.com/cityFurnishRental;22000;1
GoLorry;https://www.crunchbase.com/organization/golorry;https://www.linkedin.com/company/golorry/;20;704;;0;1
Invofox;https://www.crunchbase.com/organization/invofox;https://www.linkedin.com/company/invofox;53;3000;;0;1
Gas Pos;https://www.crunchbase.com/organization/gas-pos-inc;https://www.linkedin.com/company/gas-pos/;15;588;https://www.facebook.com/GasPos.co/;526;1
Amberbox Gunshot Detection;https://www.crunchbase.com/organization/amberbox;https://www.linkedin.com/company/10798761/;41;43000;https://www.facebook.com/AmberBoxGunshotDetection/;116;1
Switchboard;https://www.crunchbase.com/organization/switchboard-5db1;https://www.linkedin.com/company/switchboard/;10;779;https://www.facebook.com/Switchboard/;1000;1
AnnieCannons;https://www.crunchbase.com/organization/anniecannons;https://www.linkedin.com/company/anniecannons/;64;2000;https://www.facebook.com/anniecannons;2900;1
Fetch;https://www.crunchbase.com/organization/fetch-6;https://www.linkedin.com/company-beta/15180048/;0;0;;0;0
PredictLeads;https://www.crunchbase.com/organization/predictleads;https://www.linkedin.com/company/predictleads/;42;1000;;0;1
Bloomberg Second Measure;https://www.crunchbase.com/organization/second-measure;https://www.linkedin.com/company/second-measure;14;3000;https://www.facebook.com/secondmeasure/;147;1
PhysioHealth;https://www.crunchbase.com/organization/physiohealth;https://www.linkedin.com/company/physioh-inc-/;2;71;https://www.facebook.com/wellbithabit/;0;1
Shelf Engine;https://www.crunchbase.com/organization/shelf-engine;https://www.linkedin.com/company/shelf-engine/;23;5000;https://www.facebook.com/shelfengine/;306;1
PaveAI;https://www.crunchbase.com/organization/paveiq;https://www.linkedin.com/company/pave-analytics;2;305;https://www.facebook.com/paveai/;745;1
Intact Therapeutics;https://www.crunchbase.com/organization/intact-therapeutics;https://www.linkedin.com/company/intact-therapeutics/;5;285;;0;1
Quantierra;https://www.crunchbase.com/organization/quantierra;;0;0;;0;0
StrongIntro;https://www.crunchbase.com/organization/strongintro;https://www.linkedin.com/company/strongintro;2;17;https://www.facebook.com/strongintro;62;1
Battlecard;https://www.crunchbase.com/organization/battlecard;;0;0;;0;0
Elucify;https://www.crunchbase.com/organization/elucify;https://www.linkedin.com/company/getelucify;;0;https://www.facebook.com/getelucify;0;0
Chillabit;https://www.crunchbase.com/organization/chillabit;https://www.linkedin.com/company/chillabit-yc-w16-;2;36;https://www.facebook.com/justchillabit;6300;1
Cambridge Mask Co;https://www.crunchbase.com/organization/cambridge-mask;https://www.linkedin.com/company/cambridge-mask-co/?originalSubdomain=kw;10;2000;https://www.facebook.com/cambridgemaskco;13000;1
Unnyhog;https://www.crunchbase.com/organization/unnyhog;https://www.linkedin.com/company/unnyhog;1;156;https://www.facebook.com/pg/unnyhog;875;1
Bot Orange;https://www.crunchbase.com/organization/bot-orange;https://www.linkedin.com/company/bot-orange/;10;68;;0;1
Monthli;https://www.crunchbase.com/organization/monthli;https://www.linkedin.com/company/monthli/?originalSubdomain=in;2;19;;0;1
Supr Daily;https://www.crunchbase.com/organization/supr-daily;https://www.linkedin.com/company/suprdaily/;610;27000;https://www.facebook.com/suprdaily/;0;1
Appcanary;https://www.crunchbase.com/organization/appcanary;https://www.linkedin.com/company/appcanary;2;13;;0;1
X-ZELL;https://www.crunchbase.com/organization/x-zell;https://www.linkedin.com/company/xzell;20;1000;;0;1
Nexu;https://www.crunchbase.com/organization/nexu;https://www.linkedin.com/company/nexu-mx;190;6000;https://www.facebook.com/nexumx;8500;1
TetraScience;https://www.crunchbase.com/organization/tetrascience-inc-;https://www.linkedin.com/company/tetrascience;150;44000;https://facebook.com/tetrascienceinc;0;1
Meter Feeder;https://www.crunchbase.com/organization/meterfeeder;https://www.linkedin.com/company/meter-feeder-inc;11;525;https://www.facebook.com/meterfeeder.inc;380;1
PAKIBLE;https://www.crunchbase.com/organization/pakible;https://www.linkedin.com/company/pakible;2;545;https://www.facebook.com/GetPakible;0;1
CareSkore;https://www.crunchbase.com/organization/careskore;https://www.linkedin.com/company/care-skore;0;0;https://www.facebook.com/careskore;182;0
Boom Supersonic;https://www.crunchbase.com/organization/boom-technology;https://www.linkedin.com/company/boom-technology-inc.;301;217000;https://www.facebook.com/boomsupersonic;77000;1
Mashgin;https://www.crunchbase.com/organization/mashgin;https://www.linkedin.com/company/mashgin;110;6000;https://www.facebook.com/mashgin;174;1
Bodyport;https://www.crunchbase.com/organization/bodyport;https://www.linkedin.com/company/bodyport-inc.;20;2000;https://www.facebook.com/bodyportinc;60;1
Gemnote;https://www.crunchbase.com/organization/gemnote;https://www.linkedin.com/company/gemnote;23;4000;https://www.facebook.com/gemnotegifts;689;1
Docbot;https://www.crunchbase.com/organization/docbot;https://www.linkedin.com/company/docbot-ai;4;861;https://www.facebook.com/DocbotAI;2;1
UpKeep;https://www.crunchbase.com/organization/upkeep-maintenance-management;https://www.linkedin.com/company/upkeep-maintenance-management/;165;29000;https://www.facebook.com/onupkeep;15000;1
Termii;https://www.crunchbase.com/organization/termii-networks;https://www.linkedin.com/company/termii-networks/;59;10000;http://www.facebook.com/termiinetworks;2400;1
Prolific;https://www.crunchbase.com/organization/prolific-academic;https://www.linkedin.com/company/prolific-academic;556;20000;https://www.facebook.com/prolificac;0;1
Castle;https://www.crunchbase.com/organization/castle;https://www.linkedin.com/company/castle-for-landlords/;15;240;;0;1
Magic Instruments;https://www.crunchbase.com/organization/magic-instruments;https://www.linkedin.com/company/magic-instruments;0;0;http://facebook.com/magicinstruments;20;0
Impraise;https://www.crunchbase.com/organization/impraise;http://www.linkedin.com/company/3071405;5;5000;http://www.facebook.com/impraiseapp;1900;1
Clara Labs;https://www.crunchbase.com/organization/clara-labs;https://www.linkedin.com/company/clara-labs/;27;2000;https://www.facebook.com/ClaraLabsInc/;1600;1
Instabug;https://www.crunchbase.com/organization/instabug;https://www.linkedin.com/company/3047747;301;98000;https://www.facebook.com/pg/Instabug;59000;1
Flip;https://www.crunchbase.com/organization/flip-2;;0;0;https://www.facebook.com/justflipit;348;0
Perlara;https://www.crunchbase.com/organization/perlstein-lab;http://www.linkedin.com/company/perlstein-lab;1;94;https://www.facebook.com/PerlaraPBC;534;1
AdvantageClub.ai;https://www.crunchbase.com/organization/advantage-club;https://www.linkedin.com/company/work-advantage;287;94000;https://www.facebook.com/advantageclubindia;0;1
Universe;https://www.crunchbase.com/organization/universe-2;https://www.linkedin.com/company/universe-;138;3000;https://www.facebook.com/onuniverseapp;31000;1
Plate IQ;https://www.crunchbase.com/organization/plate-iq;https://www.linkedin.com/company/plateiq;254;12000;https://www.facebook.com/plateiq;0;1
ReadMe;https://www.crunchbase.com/organization/readme-io;https://www.linkedin.com/company/readme-io;78;4000;https://www.facebook.com/readmeio;448;1
TrueClaim;https://www.crunchbase.com/organization/trueclaim-ff70;https://www.linkedin.com/company/trytrueclaim;9;1000;;0;1
Reach;https://www.crunchbase.com/organization/reach-labs-f7b1;https://www.linkedin.com/company/reach-power;41;3000;;0;1
Garten;https://www.crunchbase.com/organization/garten;https://www.linkedin.com/company/garten/;167;6000;https://www.facebook.com/getgarten;2500;1
iMicrobes;https://www.crunchbase.com/organization/industrial-microbes;https://www.linkedin.com/company/3693772;21;3000;;0;1
Pachyderm;https://www.crunchbase.com/organization/pachyderm;https://www.linkedin.com/company/pachyderm-inc-;8;6000;https://www.facebook.com/pachydermIO;10;1
SimpleCitizen;https://www.crunchbase.com/organization/simplecitizen;https://www.linkedin.com/company/simplecitizen;32;2000;https://www.facebook.com/simplecitizenus;9900;1
Porter;https://www.crunchbase.com/organization/porter-0eee;https://www.linkedin.com/company/getporter/;33;3000;;0;1
Entocycle;https://www.crunchbase.com/organization/entocycle;https://www.linkedin.com/company/entocycle/;35;9000;https://www.facebook.com/entocycle;0;1
AgendaPro;https://www.crunchbase.com/organization/agendapro;https://www.linkedin.com/company/agendapro;123;6000;https://www.facebook.com/agendapro?ref=br_tf;62000;1
Kenota Health;https://www.crunchbase.com/organization/exvivo-labs;https://www.linkedin.com/company/kenotahealth/;20;3000;https://www.facebook.com/KenotaHealth/;0;1
Pathmind;https://www.crunchbase.com/organization/pathmind;https://www.linkedin.com/company/37560379/;2;999;https://www.facebook.com/pathmind/;231;1
Koko;https://www.crunchbase.com/organization/koko-3;https://www.linkedin.com/company/kokoai/;30;2000;https://www.facebook.com/kokocares;9100;1
Bus.com;https://www.crunchbase.com/organization/busdotcom;https://ca.linkedin.com/company/buscom;102;5000;https://www.facebook.com/buscomhq/;2500;1
Tenjin;https://www.crunchbase.com/organization/tenjin;https://www.linkedin.com/company/tenjin;36;5000;https://www.facebook.com/tenjinio/;1100;1
Skymind;https://www.crunchbase.com/organization/skymind;https://www.linkedin.com/company/skymindinc/;15;3000;https://www.facebook.com/Skymind-106964190806104/;0;1
LiftIgniter;https://www.crunchbase.com/organization/liftigniter;https://www.linkedin.com/company/liftigniter;3;597;https://www.facebook.com/liftigniter/;3500;1
MineralSoft;https://www.crunchbase.com/organization/mineralsoft;https://www.linkedin.com/company/mineralsoft;1;991;https://www.facebook.com/mineralsoft;0;1
UpLabs;https://www.crunchbase.com/organization/materialup;https://www.linkedin.com/company/officialuplabs;0;0;http://www.facebook.com/materialup;4600;0
ExceptionALLY;https://www.crunchbase.com/organization/exceptionally;https://www.linkedin.com/company/exceptionally/;10;135;https://www.facebook.com/Growexceptionally;0;1
Paribus;https://www.crunchbase.com/organization/paribus;https://www.linkedin.com/company/paribus-co-;6;996;https://www.facebook.com/paribusco;188000;1
Paid;https://www.crunchbase.com/organization/paid;https://www.linkedin.com/company/paid/;4;68;https://www.facebook.com/paidlabs;0;1
STYLEBEE;https://www.crunchbase.com/organization/stylebee;https://www.linkedin.com/company/stylebee;17;163;http://www.facebook.com/StyleBeeBeauty;0;1
Lynks;https://www.crunchbase.com/organization/lynks;https://www.linkedin.com/company/10496868/;36;2000;http://www.facebook.com/LynksEgypt;219;1
LendEDU;https://www.crunchbase.com/organization/shoptutors;https://www.linkedin.com/company/lendedu/;23;5000;https://www.facebook.com/lendedu;904;1
Covetly;https://www.crunchbase.com/organization/covetly;https://www.linkedin.com/company-beta/10011493/;0;0;https://www.facebook.com/pg/covetly;10000;0
Suiteness;https://www.crunchbase.com/organization/suiteness;http://www.linkedin.com/company/suiteness;9;931;http://www.facebook.com/pages/Suiteness/351617984848677;16000;1
Placenote;https://www.crunchbase.com/organization/vertical-2;https://www.linkedin.com/company/placenotesdk;2;2000;https://www.facebook.com/placenote;2000;1
Lully;https://www.crunchbase.com/organization/lully;https://www.linkedin.com/company/3838757;10;253;https://www.facebook.com/lullysleep;11000;1
Parenthoods;https://www.crunchbase.com/organization/parenthoods;https://www.linkedin.com/company/parenthoods/;2;60;https://www.facebook.com/parenthoods/;757;1
